model,save_path,in_size,out_size,keep_only,RMSE,MAE,MSE,MAPE,RMSE_by_timestep,MAE_by_timestep,MSE_by_timestep,MAPE_by_timestep,loss,val_loss,columns
V0,../../saved_models/model_V0.152,8,8,7,0.46615795965565576,0.36315764125156796,0.217303243350324,0.6923912611885763,"0.46615795965565576","0.36315764125156796","0.217303243350324","0.6923912611885763","0.10085804015398026,0.09234845638275146,0.08455559611320496,0.07725922018289566,0.07054904103279114,0.06435394287109375,0.05891804024577141,0.05482936277985573,0.04990845546126366,0.04750661924481392,0.04601166397333145,0.04473429173231125,0.04495996609330177,0.04485880210995674,0.04437291622161865,0.044918887317180634,0.04484175890684128,0.044127654284238815,0.04370623454451561,0.04276202619075775,0.04236402362585068,0.04163812845945358,0.040281716734170914,0.040052399039268494,0.03938614949584007,0.03887127339839935","0.745241641998291,0.6877042651176453,0.6329919099807739,0.580735981464386,0.5305109620094299,0.4823654890060425,0.43652138113975525,0.3940408229827881,0.3557600677013397,0.3225845992565155,0.29523274302482605,0.27377691864967346,0.2581026256084442,0.24768029153347015,0.2415127009153366,0.23893117904663086,0.2394092082977295,0.2424434870481491,0.24771682918071747,0.2547391951084137,0.26308968663215637,0.2722725570201874,0.28166982531547546,0.29080602526664734,0.2991791069507599,0.3064778447151184","Alface Crespa - Roça"
V0,../../saved_models/model_V0.153,8,8,7,0.4626978447096646,0.3573639596011172,0.21408929549896888,0.6734844333363689,"0.4626978447096646","0.3573639596011172","0.21408929549896888","0.6734844333363689","0.10413952171802521,0.09511217474937439,0.08675602823495865,0.07892565429210663,0.07165989279747009,0.06527359783649445,0.059363748878240585,0.05403760448098183,0.049515482038259506,0.046494003385305405,0.04372965171933174,0.043279051780700684,0.04373665153980255,0.044377438724040985,0.043438833206892014,0.044705141335725784,0.04390121251344681,0.04365629330277443,0.043623149394989014,0.041442714631557465,0.041394054889678955,0.04060853645205498,0.03977793827652931,0.03965294361114502,0.0388120673596859,0.037887874990701675","0.7735042572021484,0.7172026634216309,0.6621164679527283,0.6079542636871338,0.5549809336662292,0.5036178231239319,0.4545021057128906,0.40843379497528076,0.3663279116153717,0.3294427692890167,0.2985415458679199,0.2745971083641052,0.2576492130756378,0.24691151082515717,0.241017147898674,0.23910434544086456,0.24041354656219482,0.2445940226316452,0.2512734830379486,0.2597862780094147,0.26959148049354553,0.27999579906463623,0.29033544659614563,0.300100713968277,0.30879226326942444,0.31608879566192627","Alface Crespa - Roça"
V0,../../saved_models/model_V0.154,8,8,7,0.4649438036594482,0.3588007975782356,0.21617274056131552,0.6745502333272495,"0.4649438036594482","0.3588007975782356","0.21617274056131552","0.6745502333272495","0.10927064716815948,0.09986798465251923,0.0910770371556282,0.083610400557518,0.07621944695711136,0.06932023167610168,0.06306727230548859,0.05778351426124573,0.0534680113196373,0.04958326369524002,0.046133749186992645,0.044164687395095825,0.04379701614379883,0.043486278504133224,0.042727965861558914,0.043841470032930374,0.044062595814466476,0.04410172626376152,0.04353000223636627,0.04174944385886192,0.04202504828572273,0.04126526042819023,0.040126144886016846,0.03971612825989723,0.038775742053985596,0.03844534233212471,0.037828270345926285","0.8108126521110535,0.7516632676124573,0.6950297355651855,0.6405931115150452,0.5877488255500793,0.5366518497467041,0.48766350746154785,0.44135281443595886,0.39859068393707275,0.3601308763027191,0.32676470279693604,0.2991991937160492,0.27772605419158936,0.26220768690109253,0.2518517076969147,0.24576465785503387,0.24319244921207428,0.24378402531147003,0.2470819503068924,0.25260356068611145,0.2598915100097656,0.26845264434814453,0.2778061628341675,0.2872588336467743,0.2962295114994049,0.30452248454093933,0.3120364248752594","Alface Crespa - Roça"
V0,../../saved_models/model_V0.155,8,8,7,0.4629194689051872,0.35670933787406767,0.21429443469146056,0.6699369553152317,"0.4629194689051872","0.35670933787406767","0.21429443469146056","0.6699369553152317","0.09855514764785767,0.0895029827952385,0.08075696229934692,0.07361888885498047,0.06664552539587021,0.06104123592376709,0.055577199906110764,0.05157459154725075,0.048505738377571106,0.045243922621011734,0.04401295259594917,0.04447624832391739,0.043766580522060394,0.04388405382633209,0.04405300319194794,0.04456328973174095,0.04428989067673683,0.04334514960646629,0.043051302433013916,0.04169631749391556,0.04103725031018257,0.04112910479307175,0.04030589014291763,0.03902482986450195,0.038956280797719955,0.038348160684108734","0.7249836325645447,0.6656679511070251,0.6090532541275024,0.5551863312721252,0.5042028427124023,0.45649680495262146,0.41215643286705017,0.3719877004623413,0.3368787467479706,0.3071167469024658,0.28294244408607483,0.2649494409561157,0.25261950492858887,0.24504034221172333,0.2412424087524414,0.24071340262889862,0.24297095835208893,0.24768967926502228,0.2547319829463959,0.26336875557899475,0.2728692293167114,0.28295955061912537,0.29289793968200684,0.30224281549453735,0.31058821082115173,0.3175975978374481","Alface Crespa - Roça"
V0,../../saved_models/model_V0.156,8,8,7,0.46381003970894424,0.357074616134342,0.21511975293481245,0.662337713608292,"0.46381003970894424","0.357074616134342","0.21511975293481245","0.662337713608292","0.11198100447654724,0.10106544196605682,0.09109655022621155,0.0829593613743782,0.07521309703588486,0.06803885102272034,0.06168669834733009,0.056347329169511795,0.05228926241397858,0.04892728105187416,0.04604898765683174,0.043869927525520325,0.042690787464380264,0.04280659928917885,0.04344279319047928,0.043467793613672256,0.04267285019159317,0.04340951144695282,0.043239329010248184,0.04325640946626663,0.0416223406791687,0.04082415997982025,0.04012419283390045,0.03976089879870415,0.03919944912195206,0.0386410728096962,0.03815102204680443","0.8257020115852356,0.7601644992828369,0.6983841061592102,0.6396142840385437,0.5842494368553162,0.5320127606391907,0.48283758759498596,0.43722328543663025,0.3955662250518799,0.35841822624206543,0.32654237747192383,0.3003731071949005,0.27982357144355774,0.2647835910320282,0.25469857454299927,0.2488710880279541,0.24627570807933807,0.24658186733722687,0.2494114637374878,0.25455501675605774,0.26158037781715393,0.2700108587741852,0.2792467176914215,0.2888934910297394,0.2983922064304352,0.30715641379356384,0.3150850832462311","Alface Crespa - Roça"
V0,../../saved_models/model_V0.157,8,8,7,0.46389117644152106,0.35783631043740666,0.2151950235802984,0.6658987522014144,"0.46389117644152106","0.35783631043740666","0.2151950235802984","0.6658987522014144","0.10860136151313782,0.09826795756816864,0.08981522917747498,0.08193372189998627,0.07466302067041397,0.06806045770645142,0.06218140199780464,0.057843998074531555,0.05322232097387314,0.0492294616997242,0.04656652733683586,0.04545796662569046,0.04339068755507469,0.04291440173983574,0.04276331141591072,0.044560886919498444,0.0433809868991375,0.0432598739862442,0.044256582856178284,0.043317560106515884,0.04319455474615097,0.041593801230192184,0.04111087694764137,0.03987856209278107,0.039404235780239105,0.03896923363208771,0.03817872330546379,0.03771432116627693","0.8016285300254822,0.7416632175445557,0.6850075125694275,0.6309767365455627,0.5794091820716858,0.5304147601127625,0.48407721519470215,0.4404422342777252,0.3999919593334198,0.36312952637672424,0.3307018280029297,0.30355605483055115,0.2819153964519501,0.26575911045074463,0.25450846552848816,0.2476143091917038,0.24414141476154327,0.24352766573429108,0.24543534219264984,0.24967068433761597,0.25602665543556213,0.2639067471027374,0.27275869250297546,0.2820250988006592,0.2912205755710602,0.3000372052192688,0.3080008924007416,0.31476762890815735","Alface Crespa - Roça"
V0,../../saved_models/model_V0.158,8,8,7,0.46418449197008305,0.3569327801088439,0.2154672425855241,0.666864206519227,"0.46418449197008305","0.3569327801088439","0.2154672425855241","0.666864206519227","0.1065923199057579,0.09755077958106995,0.08877447247505188,0.08111060410737991,0.07352828234434128,0.06727567315101624,0.06117895618081093,0.0558043047785759,0.05220858007669449,0.04836399108171463,0.04615103453397751,0.04462026432156563,0.0438886359333992,0.04278678074479103,0.043532952666282654,0.04421144723892212,0.04336779937148094,0.04414484649896622,0.043199457228183746,0.04281490668654442,0.041352882981300354,0.040303874760866165,0.04039030522108078,0.03851981833577156,0.03887490928173065,0.03845745325088501,0.03762960433959961","0.7809303402900696,0.7228910326957703,0.6670036911964417,0.6131681203842163,0.5614171624183655,0.5118569731712341,0.4647490084171295,0.420516699552536,0.37984928488731384,0.3434903919696808,0.31229886412620544,0.28691139817237854,0.2676128149032593,0.2538880705833435,0.24520713090896606,0.24062661826610565,0.2392001748085022,0.24076204001903534,0.24491667747497559,0.2513607442378998,0.2593832314014435,0.2683590352535248,0.2781084477901459,0.2876899540424347,0.2966541051864624,0.30495890974998474,0.312189519405365","Alface Crespa - Roça"
V0,../../saved_models/model_V0.159,8,8,7,0.4627077632033139,0.35636108193270555,0.21409847412861405,0.6691518641773105,"0.4627077632033139","0.35636108193270555","0.21409847412861405","0.6691518641773105","0.10742858797311783,0.09760673344135284,0.08850858360528946,0.08070177584886551,0.07282023876905441,0.06612634658813477,0.060153402388095856,0.05480556935071945,0.05105384439229965,0.047321103513240814,0.04416773468255997,0.04295303300023079,0.042788129299879074,0.04354681074619293,0.04446305334568024,0.04348163306713104,0.04418299347162247,0.04440750926733017,0.04267094284296036,0.041441526263952255,0.04104071483016014,0.040035851299762726,0.03989865630865097,0.03974175080657005,0.037855882197618484,0.03793714940547943","0.7969479560852051,0.7339046597480774,0.6736205220222473,0.6158685684204102,0.5605812668800354,0.5080861449241638,0.4585488736629486,0.41268977522850037,0.3712514340877533,0.3349270820617676,0.3042766749858856,0.2798532545566559,0.26187893748283386,0.24998442828655243,0.24314583837985992,0.24028325080871582,0.24084646999835968,0.24447505176067352,0.25058111548423767,0.2587452828884125,0.2682948708534241,0.278693288564682,0.28908422589302063,0.2990410625934601,0.3077009320259094,0.3149127960205078","Alface Crespa - Roça"
V0,../../saved_models/model_V0.160,8,8,7,0.4629212569690214,0.3560902991603668,0.21429609015377876,0.663860059369139,"0.4629212569690214","0.3560902991603668","0.21429609015377876","0.663860059369139","0.1119653657078743,0.10186593234539032,0.09218505024909973,0.08342335373163223,0.07534618675708771,0.06811066716909409,0.06176760047674179,0.05643373355269432,0.0519808754324913,0.04801897332072258,0.04599294811487198,0.04322168976068497,0.04286087676882744,0.04248944669961929,0.04293541610240936,0.04370466619729996,0.04455145448446274,0.04258124530315399,0.043482717126607895,0.04240318760275841,0.04142749682068825,0.04119773954153061,0.03991006687283516,0.03946291282773018,0.03832549974322319,0.03858039528131485,0.03774606063961983","0.8289408683776855,0.7624486088752747,0.6998958587646484,0.6409321427345276,0.5847077369689941,0.5310203433036804,0.4803464710712433,0.4331563711166382,0.3898445665836334,0.3513799011707306,0.3185741901397705,0.2917998135089874,0.271193265914917,0.2567450702190399,0.24754710495471954,0.2427053302526474,0.24142277240753174,0.24288232624530792,0.24712055921554565,0.25356218218803406,0.26152846217155457,0.27077221870422363,0.2807159721851349,0.29059159755706787,0.29962241649627686,0.30765679478645325,0.31459465622901917","Alface Crespa - Roça"
V0,../../saved_models/model_V0.161,8,8,7,0.46304274277091073,0.3570512294391738,0.21440858163280782,0.6702727825863114,"0.46304274277091073","0.3570512294391738","0.21440858163280782","0.6702727825863114","0.11041097342967987,0.1005883514881134,0.09118817001581192,0.08325224369764328,0.0757092535495758,0.06850013881921768,0.061969008296728134,0.05671444907784462,0.05193905532360077,0.04830264672636986,0.04533233866095543,0.0439755953848362,0.04222925379872322,0.04333546757698059,0.043537676334381104,0.044465258717536926,0.04406111687421799,0.04289022460579872,0.042783211916685104,0.04288066551089287,0.04200124368071556,0.04115740582346916,0.040468696504831314,0.038965124636888504,0.03870077058672905,0.038226280361413956,0.037763550877571106","0.8190109133720398,0.7563959956169128,0.6969744563102722,0.6399146914482117,0.5847616791725159,0.5319611430168152,0.4814422130584717,0.4337402284145355,0.38996410369873047,0.3508276045322418,0.3174522817134857,0.2904485762119293,0.26977160573005676,0.25510039925575256,0.24575412273406982,0.2408599704504013,0.2394898682832718,0.24093930423259735,0.24493801593780518,0.25129881501197815,0.25958749651908875,0.2692405879497528,0.2796732485294342,0.2901288568973541,0.30001404881477356,0.30882200598716736,0.31650510430336","Alface Crespa - Roça"
V0,../../saved_models/model_V0.162,8,8,None,0.4124186385263846,0.31364470556579604,0.1700891334039567,0.5882701772579375,"0.2806708830827006,0.34427250150504946,0.39037047030866656,0.4217584871333836,0.43623722267426335,0.4621013317904286,0.46335718441219914,0.46325328507760555","0.22212453753532369,0.2640241284065725,0.29837644276716707,0.3235011847252734,0.33440163445965654,0.354789492737846,0.35452439690721776,0.3574158269873118","0.07877614461042298,0.1185235552925443,0.15238910408900952,0.17788022146904048,0.19030291444655484,0.2135376408424878,0.21469988034640072,0.21460360613519328","0.4741788117606686,0.5285856816255641,0.5539588592863521,0.5991532114018145,0.6053361517011127,0.6294222334006774,0.6398861227032352,0.675640346184075","0.10687540471553802,0.10204944014549255,0.09727279096841812,0.09236569702625275,0.08774706721305847,0.08268651366233826,0.07784195244312286,0.07264219969511032,0.06756426393985748,0.06273616850376129,0.05767970532178879,0.05257892236113548,0.04870714619755745,0.044732432812452316,0.04097374156117439,0.03810320422053337,0.03601125627756119,0.03517528995871544,0.0340418815612793,0.03415730968117714,0.03412298113107681,0.0343305841088295,0.03419507294893265,0.034607842564582825,0.034451618790626526,0.03302505239844322,0.0336562842130661,0.032085418701171875,0.03178450092673302,0.031599000096321106,0.031433530151844025,0.030680881813168526,0.030676331371068954,0.02972046472132206","0.7510196566581726,0.7248077392578125,0.6984580159187317,0.6714432835578918,0.6435695290565491,0.6146206259727478,0.5844258666038513,0.5529000163078308,0.5203781127929688,0.4872523248195648,0.45388880372047424,0.42079076170921326,0.3887740671634674,0.35872411727905273,0.3315627872943878,0.3080277144908905,0.2888585031032562,0.27439332008361816,0.26424145698547363,0.25762462615966797,0.25346311926841736,0.2508929371833801,0.24942035973072052,0.24887235462665558,0.24924099445343018,0.25059735774993896,0.25290215015411377,0.25582268834114075,0.2590664327144623,0.2624128758907318,0.2655653655529022,0.26828840374946594,0.27030250430107117,0.2715500593185425","Alface Crespa - Roça"
V0,../../saved_models/model_V0.163,8,8,None,0.41389149504151707,0.3150337282630324,0.17130616966770212,0.5830843768797519,"0.2869711960124908,0.3528091232163683,0.3944691725210125,0.4181278034935752,0.445605777729294,0.4524504167166214,0.4587588518195655,0.4684551756536814","0.22690480912790076,0.26950822985376455,0.30183691662792217,0.32192060446831633,0.3386546334722757,0.3472871062220552,0.35086470422963323,0.3632928221023917","0.08235246734083942,0.12447427742470256,0.1556059280694123,0.17483086005436183,0.19856450914572898,0.20471137958704436,0.21045968412280605,0.2194502515967215","0.47660636033585846,0.5252438670069127,0.5552496930553644,0.5914787328570682,0.5864760835193703,0.6255490330172855,0.6316828028951582,0.6723884423509977","0.11133652180433273,0.10712061077356339,0.10268262773752213,0.09844551980495453,0.09409485012292862,0.08967564254999161,0.08491881191730499,0.0803249403834343,0.07554718106985092,0.07028774917125702,0.06596463918685913,0.06106800213456154,0.05591249838471413,0.05147306248545647,0.04708671197295189,0.043402861803770065,0.04067680239677429,0.03814059868454933,0.036083873361349106,0.034584783017635345,0.034581851214170456,0.034515589475631714,0.034724295139312744,0.03395919129252434,0.03358335793018341,0.034093864262104034,0.03395470976829529,0.03318914771080017,0.032723553478717804,0.03252065181732178,0.03174969553947449,0.03154740482568741,0.030987821519374847,0.03064519539475441,0.030081581324338913,0.030313242226839066","0.7867656350135803,0.7641439437866211,0.7412097454071045,0.7175807952880859,0.692901611328125,0.666831910610199,0.6393501162528992,0.6103655099868774,0.5799638628959656,0.5483458042144775,0.5157999396324158,0.48263850808143616,0.44930610060691833,0.416560560464859,0.38524553179740906,0.356240838766098,0.3304206430912018,0.3086068332195282,0.291174054145813,0.2780148386955261,0.2687431275844574,0.26257815957069397,0.25856301188468933,0.2560223639011383,0.25447145104408264,0.25382909178733826,0.25413545966148376,0.2553960978984833,0.25751838088035583,0.26027095317840576,0.2632853090763092,0.26629677414894104,0.2691397964954376,0.27155426144599915,0.27337369322776794,0.2745789587497711","Alface Crespa - Roça"
V0,../../saved_models/model_V0.164,8,8,None,0.40952875255560883,0.3105782062563756,0.16771379916975307,0.5781343582755135,"0.26308474563587064,0.34275159248918863,0.3889319829573668,0.4129630024344645,0.44415539091012773,0.4544800338633092,0.45845982577242067,0.4681881061804331","0.20978105159604207,0.2597979768109417,0.297468509822797,0.3166977346484104,0.33932071884476195,0.34925401727968636,0.3519553768869785,0.3603502641613874","0.06921358338629074,0.11747865415387482,0.15126808736714945,0.17053844137968754,0.1972740112745284,0.20655210118039466,0.2101854118472783,0.21920010276882052","0.45304686038016206,0.49361574582800044,0.554762176786701,0.5730547719163068,0.5976299943847758,0.6296015769873264,0.639488610267112,0.683875129653723","0.10512018203735352,0.10052359104156494,0.09592026472091675,0.09134159982204437,0.0866246446967125,0.08184882253408432,0.07657790184020996,0.0718747079372406,0.0666879341006279,0.06193942576646805,0.056966811418533325,0.052096620202064514,0.04782533645629883,0.04380081593990326,0.040409158915281296,0.037725675851106644,0.035927511751651764,0.03401748090982437,0.03418181091547012,0.03428306803107262,0.03355873376131058,0.03407353535294533,0.0335858054459095,0.03457383066415787,0.03315288573503494,0.03257164731621742,0.033203158527612686,0.031682778149843216,0.030842863023281097,0.03091457486152649,0.03082071803510189,0.030376415699720383,0.030591392889618874,0.0293643269687891","0.7372941970825195,0.712556779384613,0.68719881772995,0.6608453392982483,0.633335292339325,0.6044798493385315,0.5741810202598572,0.542677104473114,0.5100971460342407,0.47690391540527344,0.44355759024620056,0.410701721906662,0.3791567385196686,0.3497658967971802,0.32340916991233826,0.30090048909187317,0.28286170959472656,0.2694586515426636,0.26031041145324707,0.2544783055782318,0.25087305903434753,0.2486501932144165,0.24734890460968018,0.2468835860490799,0.24729450047016144,0.2485814094543457,0.25072574615478516,0.25357452034950256,0.25689056515693665,0.26035070419311523,0.2635056674480438,0.26612433791160583,0.26817357540130615,0.26935186982154846","Alface Crespa - Roça"
V0,../../saved_models/model_V0.165,8,8,None,0.4152717872470329,0.31503754008993295,0.17245065728334497,0.5798426637690461,"0.2804320059230987,0.35710952850540684,0.39653898702589047,0.43211068243506895,0.4401443581310511,0.45468426323079864,0.45868445283001,0.46756481943473643","0.22194462339859602,0.27101606949280377,0.3024269448695387,0.3282495400068234,0.33814089895669036,0.3476333195754579,0.35090721726728663,0.3599817071522674","0.07864210994605286,0.127527215349354,0.15724316823151932,0.18671964187450102,0.193727055994595,0.20673777922973416,0.2103914272679657,0.21861686037303768","0.4726820452034136,0.5145842495433662,0.5495837872059385,0.5694213691767745,0.6042059552373843,0.6079708600635292,0.6486759755971473,0.6716170681248156","0.1108214408159256,0.10580176115036011,0.1010388731956482,0.0962091013789177,0.09131373465061188,0.0861876830458641,0.08108266443014145,0.07577434927225113,0.07070056349039078,0.06569471955299377,0.060829292982816696,0.056022386997938156,0.05109474062919617,0.04703700169920921,0.04351620003581047,0.04038521274924278,0.03827158361673355,0.03622835874557495,0.035320647060871124,0.03490903228521347,0.03511395305395126,0.03482864797115326,0.03472328186035156,0.03457807004451752,0.033661842346191406,0.03337987884879112,0.03271988779306412,0.03221961110830307,0.032109592109918594,0.03158567100763321,0.030987435951828957,0.03088090941309929,0.03075089305639267,0.030414344742894173","0.7748537063598633,0.7483808398246765,0.7216985821723938,0.694530189037323,0.6665541529655457,0.6372782588005066,0.6066826581954956,0.574639618396759,0.54132479429245,0.5071800947189331,0.4726943075656891,0.4385105073451996,0.40537595748901367,0.3741210997104645,0.34560132026672363,0.3207566440105438,0.30018150806427,0.2840900719165802,0.27229782938957214,0.2642943859100342,0.2592875063419342,0.2564058303833008,0.25499311089515686,0.2547471821308136,0.255465030670166,0.25702714920043945,0.2592580020427704,0.26194798946380615,0.2649705708026886,0.26810136437416077,0.27106794714927673,0.2736724317073822,0.275712251663208,0.2771357595920563","Alface Crespa - Roça"
V0,../../saved_models/model_V0.166,8,8,None,0.4111742727601927,0.31252570403395297,0.16906428257987333,0.5815161134335927,"0.2798924740030111,0.34975204146218436,0.38533996308476154,0.41489309134281294,0.4391762486162233,0.45061752292174007,0.4630897006015675,0.46993702622621747","0.2221643597597384,0.2659527048723815,0.2945513601113481,0.3178540566291469,0.33532405785541963,0.3443628775141059,0.35468028269574514,0.365315932833739","0.07833979700352624,0.12232649050696552,0.1484868871501654,0.17213627724399572,0.19287577734861877,0.20305615196412494,0.21445207080324946,0.2208408086183406","0.4777707346158293,0.5084055171155841,0.5398187030845812,0.5807415370164711,0.5935110935243971,0.6137283848494252,0.6561147348533158,0.6820382024091373","0.10827406495809555,0.10359891504049301,0.09924968332052231,0.09492248296737671,0.09039376676082611,0.08580271154642105,0.0812453180551529,0.07669354230165482,0.07178182154893875,0.0670454129576683,0.06221878528594971,0.05693373829126358,0.05254651606082916,0.048371490091085434,0.044451754540205,0.0406094528734684,0.03838855400681496,0.035834718495607376,0.03500162065029144,0.034363701939582825,0.03385698050260544,0.03429180011153221,0.034379154443740845,0.03401051089167595,0.03411879017949104,0.03408190608024597,0.03397804871201515,0.03269309177994728,0.032317426055669785,0.03197525814175606,0.031093329191207886,0.030794551596045494,0.03033473715186119,0.03003104403614998,0.030195675790309906","0.7599671483039856,0.7360746264457703,0.7120247483253479,0.687477171421051,0.6619750261306763,0.6351465582847595,0.6069653630256653,0.5774948000907898,0.5468458533287048,0.515133798122406,0.4827396869659424,0.4500575363636017,0.41761860251426697,0.386159747838974,0.35662269592285156,0.32987624406814575,0.30674517154693604,0.2878771424293518,0.27363893389701843,0.26365578174591064,0.25715044140815735,0.25316712260246277,0.25079241394996643,0.24945907294750214,0.24894434213638306,0.2492881566286087,0.2505340278148651,0.2526077330112457,0.2553631365299225,0.2586113512516022,0.26202163100242615,0.26530760526657104,0.2680811882019043,0.2701280415058136,0.27155613899230957","Alface Crespa - Roça"
