Produto,Região,Dia,Mês,Ano,Moeda,Unidade,Preço
Alface Crespa - Roça,Teresópolis (região),29,4,2022,R$   ,Caixa 24 pés,"20,67"
Alface Lisa - Roça,Teresópolis (região),29,4,2022,R$   ,Caixa 24 pés,"20,67"
Alface Americana - Roça,Teresópolis (região),22,4,2022,R$   ,Caixa 12 pés,20
Alface Crespa - Roça,Teresópolis (região),22,4,2022,R$   ,Caixa 24 pés,"18,83"
Alface Lisa - Roça,Teresópolis (região),22,4,2022,R$   ,Caixa 24 pés,"18,83"
Alface Americana - Roça,Teresópolis (região),14,4,2022,R$   ,Caixa 12 pés,16
Alface Crespa - Roça,Teresópolis (região),14,4,2022,R$   ,Caixa 24 pés,"16,9"
Alface Lisa - Roça,Teresópolis (região),14,4,2022,R$   ,Caixa 24 pés,"16,9"
Alface Americana - Roça,Teresópolis (região),7,4,2022,R$   ,Caixa 12 pés,15
Alface Crespa - Roça,Teresópolis (região),7,4,2022,R$   ,Caixa 24 pés,"14,5"
Alface Lisa - Roça,Teresópolis (região),7,4,2022,R$   ,Caixa 24 pés,"14,5"
Alface Americana - Roça,Teresópolis (região),31,3,2022,R$   ,Caixa 12 pés,"19,8"
Alface Crespa - Roça,Teresópolis (região),31,3,2022,R$   ,Caixa 24 pés,"17,2"
Alface Lisa - Roça,Teresópolis (região),31,3,2022,R$   ,Caixa 24 pés,"16,53"
Alface Americana - Roça,Teresópolis (região),25,3,2022,R$   ,Caixa 12 pés,"19,2"
Alface Crespa - Roça,Teresópolis (região),25,3,2022,R$   ,Caixa 24 pés,"15,47"
Alface Lisa - Roça,Teresópolis (região),25,3,2022,R$   ,Caixa 24 pés,"14,8"
Alface Americana - Roça,Teresópolis (região),18,3,2022,R$   ,Caixa 12 pés,"19,2"
Alface Crespa - Roça,Teresópolis (região),18,3,2022,R$   ,Caixa 24 pés,"16,8"
Alface Lisa - Roça,Teresópolis (região),18,3,2022,R$   ,Caixa 24 pés,"16,13"
Alface Americana - Roça,Teresópolis (região),11,3,2022,R$   ,Caixa 12 pés,"19,7"
Alface Crespa - Roça,Teresópolis (região),11,3,2022,R$   ,Caixa 24 pés,"17,47"
Alface Lisa - Roça,Teresópolis (região),11,3,2022,R$   ,Caixa 24 pés,"17,47"
Alface Americana - Roça,Teresópolis (região),4,3,2022,R$   ,Caixa 12 pés,"35,5"
Alface Crespa - Roça,Teresópolis (região),4,3,2022,R$   ,Caixa 24 pés,"35,67"
Alface Lisa - Roça,Teresópolis (região),4,3,2022,R$   ,Caixa 24 pés,"35,67"
Alface Americana - Roça,Teresópolis (região),25,2,2022,R$   ,Caixa 12 pés,"38,5"
Alface Crespa - Roça,Teresópolis (região),25,2,2022,R$   ,Caixa 24 pés,"37,67"
Alface Lisa - Roça,Teresópolis (região),25,2,2022,R$   ,Caixa 24 pés,"37,67"
Alface Americana - Roça,Teresópolis (região),18,2,2022,R$   ,Caixa 12 pés,"25,3"
Alface Crespa - Roça,Teresópolis (região),18,2,2022,R$   ,Caixa 24 pés,"34,07"
Alface Lisa - Roça,Teresópolis (região),18,2,2022,R$   ,Caixa 24 pés,"34,07"
Alface Americana - Roça,Teresópolis (região),10,2,2022,R$   ,Caixa 12 pés,"22,8"
Alface Crespa - Roça,Teresópolis (região),10,2,2022,R$   ,Caixa 24 pés,"30,4"
Alface Lisa - Roça,Teresópolis (região),10,2,2022,R$   ,Caixa 24 pés,"30,4"
Alface Americana - Roça,Teresópolis (região),4,2,2022,R$   ,Caixa 12 pés,"17,25"
Alface Crespa - Roça,Teresópolis (região),4,2,2022,R$   ,Caixa 24 pés,"24,33"
Alface Lisa - Roça,Teresópolis (região),4,2,2022,R$   ,Caixa 24 pés,"24,33"
Alface Americana - Roça,Teresópolis (região),28,1,2022,R$   ,Caixa 12 pés,"17,25"
Alface Crespa - Roça,Teresópolis (região),28,1,2022,R$   ,Caixa 24 pés,"24,33"
Alface Lisa - Roça,Teresópolis (região),28,1,2022,R$   ,Caixa 24 pés,"24,33"
Alface Americana - Roça,Teresópolis (região),21,1,2022,R$   ,Caixa 12 pés,"17,61"
Alface Crespa - Roça,Teresópolis (região),21,1,2022,R$   ,Caixa 24 pés,"22,67"
Alface Lisa - Roça,Teresópolis (região),21,1,2022,R$   ,Caixa 24 pés,"22,67"
Alface Americana - Roça,Teresópolis (região),14,1,2022,R$   ,Caixa 12 pés,"13,75"
Alface Crespa - Roça,Teresópolis (região),14,1,2022,R$   ,Caixa 24 pés,"18,33"
Alface Lisa - Roça,Teresópolis (região),14,1,2022,R$   ,Caixa 24 pés,"18,33"
Alface Americana - Roça,Teresópolis (região),7,1,2022,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),7,1,2022,R$   ,Caixa 24 pés,10
Alface Lisa - Roça,Teresópolis (região),7,1,2022,R$   ,Caixa 24 pés,10
Alface Americana - Atacado,Teresópolis (região),30,12,2021,R$   ,Caixa 12 pés,12
Alface Americana - Roça,Teresópolis (região),30,12,2021,R$   ,Caixa 12 pés,9
Alface Crespa - Atacado,Teresópolis (região),30,12,2021,R$   ,Caixa 24 pés,12
Alface Crespa - Roça,Teresópolis (região),30,12,2021,R$   ,Caixa 24 pés,9
Alface Lisa - Roça,Teresópolis (região),30,12,2021,R$   ,Caixa 24 pés,10
Alface Americana - Roça,Teresópolis (região),23,12,2021,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),23,12,2021,R$   ,Caixa 24 pés,10
Alface Lisa - Roça,Teresópolis (região),23,12,2021,R$   ,Caixa 24 pés,10
Alface Americana - Roça,Teresópolis (região),17,12,2021,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),17,12,2021,R$   ,Caixa 24 pés,"9,33"
Alface Lisa - Roça,Teresópolis (região),17,12,2021,R$   ,Caixa 24 pés,"9,33"
Alface Americana - Roça,Teresópolis (região),9,12,2021,R$   ,Caixa 12 pés,15
Alface Crespa - Roça,Teresópolis (região),9,12,2021,R$   ,Caixa 24 pés,"18,33"
Alface Lisa - Roça,Teresópolis (região),9,12,2021,R$   ,Caixa 24 pés,"18,33"
Alface Americana - Roça,Teresópolis (região),3,12,2021,R$   ,Caixa 12 pés,15
Alface Crespa - Roça,Teresópolis (região),3,12,2021,R$   ,Caixa 24 pés,"18,33"
Alface Lisa - Roça,Teresópolis (região),3,12,2021,R$   ,Caixa 24 pés,"18,33"
Alface Americana - Roça,Teresópolis (região),26,11,2021,R$   ,Caixa 12 pés,15
Alface Crespa - Roça,Teresópolis (região),26,11,2021,R$   ,Caixa 24 pés,"18,33"
Alface Lisa - Roça,Teresópolis (região),26,11,2021,R$   ,Caixa 24 pés,"18,33"
Alface Americana - Roça,Teresópolis (região),19,11,2021,R$   ,Caixa 12 pés,15
Alface Crespa - Roça,Teresópolis (região),19,11,2021,R$   ,Caixa 24 pés,"18,33"
Alface Lisa - Roça,Teresópolis (região),19,11,2021,R$   ,Caixa 24 pés,"18,33"
Alface Americana - Roça,Teresópolis (região),12,11,2021,R$   ,Caixa 12 pés,"13,5"
Alface Crespa - Roça,Teresópolis (região),12,11,2021,R$   ,Caixa 24 pés,17
Alface Lisa - Roça,Teresópolis (região),12,11,2021,R$   ,Caixa 24 pés,17
Alface Americana - Roça,Teresópolis (região),4,11,2021,R$   ,Caixa 12 pés,"13,5"
Alface Crespa - Roça,Teresópolis (região),4,11,2021,R$   ,Caixa 24 pés,17
Alface Lisa - Roça,Teresópolis (região),4,11,2021,R$   ,Caixa 24 pés,17
Alface Americana - Roça,Teresópolis (região),29,10,2021,R$   ,Caixa 12 pés,"11,5"
Alface Crespa - Roça,Teresópolis (região),29,10,2021,R$   ,Caixa 24 pés,"11,44"
Alface Lisa - Roça,Teresópolis (região),29,10,2021,R$   ,Caixa 24 pés,"11,44"
Alface Americana - Roça,Teresópolis (região),22,10,2021,R$   ,Caixa 12 pés,"8,25"
Alface Crespa - Roça,Teresópolis (região),22,10,2021,R$   ,Caixa 24 pés,"9,78"
Alface Lisa - Roça,Teresópolis (região),22,10,2021,R$   ,Caixa 24 pés,"9,78"
Alface Americana - Roça,Teresópolis (região),15,10,2021,R$   ,Caixa 12 pés,"6,38"
Alface Crespa - Roça,Teresópolis (região),15,10,2021,R$   ,Caixa 24 pés,"7,94"
Alface Lisa - Roça,Teresópolis (região),15,10,2021,R$   ,Caixa 24 pés,"7,94"
Alface Americana - Roça,Teresópolis (região),8,10,2021,R$   ,Caixa 12 pés,"6,38"
Alface Crespa - Roça,Teresópolis (região),8,10,2021,R$   ,Caixa 24 pés,"7,61"
Alface Lisa - Roça,Teresópolis (região),8,10,2021,R$   ,Caixa 24 pés,"7,61"
Alface Americana - Roça,Teresópolis (região),30,9,2021,R$   ,Caixa 12 pés,"7,13"
Alface Crespa - Roça,Teresópolis (região),30,9,2021,R$   ,Caixa 24 pés,"7,83"
Alface Lisa - Roça,Teresópolis (região),30,9,2021,R$   ,Caixa 24 pés,"7,83"
Alface Americana - Roça,Teresópolis (região),24,9,2021,R$   ,Caixa 12 pés,"7,13"
Alface Crespa - Roça,Teresópolis (região),24,9,2021,R$   ,Caixa 24 pés,"8,17"
Alface Lisa - Roça,Teresópolis (região),24,9,2021,R$   ,Caixa 24 pés,"8,17"
Alface Americana - Roça,Teresópolis (região),17,9,2021,R$   ,Caixa 12 pés,"6,75"
Alface Crespa - Roça,Teresópolis (região),17,9,2021,R$   ,Caixa 24 pés,"9,33"
Alface Lisa - Roça,Teresópolis (região),17,9,2021,R$   ,Caixa 24 pés,"9,33"
Alface Americana - Roça,Teresópolis (região),10,9,2021,R$   ,Caixa 12 pés,10
Alface Crespa - Roça,Teresópolis (região),10,9,2021,R$   ,Caixa 24 pés,"9,33"
Alface Lisa - Roça,Teresópolis (região),10,9,2021,R$   ,Caixa 24 pés,"9,33"
Alface Americana - Roça,Teresópolis (região),3,9,2021,R$   ,Caixa 12 pés,"7,75"
Alface Crespa - Roça,Teresópolis (região),3,9,2021,R$   ,Caixa 24 pés,"10,17"
Alface Lisa - Roça,Teresópolis (região),3,9,2021,R$   ,Caixa 24 pés,"10,17"
Alface Americana - Roça,Teresópolis (região),27,8,2021,R$   ,Caixa 12 pés,14
Alface Crespa - Roça,Teresópolis (região),27,8,2021,R$   ,Caixa 24 pés,"12,67"
Alface Lisa - Roça,Teresópolis (região),27,8,2021,R$   ,Caixa 24 pés,"12,67"
Alface Americana - Roça,Teresópolis (região),20,8,2021,R$   ,Caixa 12 pés,14
Alface Crespa - Roça,Teresópolis (região),20,8,2021,R$   ,Caixa 24 pés,15
Alface Lisa - Roça,Teresópolis (região),20,8,2021,R$   ,Caixa 24 pés,15
Alface Americana - Roça,Teresópolis (região),13,8,2021,R$   ,Caixa 12 pés,14
Alface Crespa - Roça,Teresópolis (região),13,8,2021,R$   ,Caixa 24 pés,"16,33"
Alface Lisa - Roça,Teresópolis (região),13,8,2021,R$   ,Caixa 24 pés,"16,33"
Alface Americana - Roça,Teresópolis (região),6,8,2021,R$   ,Caixa 12 pés,14
Alface Crespa - Roça,Teresópolis (região),6,8,2021,R$   ,Caixa 24 pés,"15,28"
Alface Lisa - Roça,Teresópolis (região),6,8,2021,R$   ,Caixa 24 pés,"15,28"
Alface Americana - Roça,Teresópolis (região),30,7,2021,R$   ,Caixa 12 pés,14
Alface Crespa - Roça,Teresópolis (região),30,7,2021,R$   ,Caixa 24 pés,"14,61"
Alface Lisa - Roça,Teresópolis (região),30,7,2021,R$   ,Caixa 24 pés,"14,61"
Alface Americana - Roça,Teresópolis (região),23,7,2021,R$   ,Caixa 12 pés,14
Alface Crespa - Roça,Teresópolis (região),23,7,2021,R$   ,Caixa 24 pés,"14,28"
Alface Lisa - Roça,Teresópolis (região),23,7,2021,R$   ,Caixa 24 pés,"14,28"
Alface Americana - Roça,Teresópolis (região),16,7,2021,R$   ,Caixa 12 pés,14
Alface Crespa - Roça,Teresópolis (região),16,7,2021,R$   ,Caixa 24 pés,"13,94"
Alface Lisa - Roça,Teresópolis (região),16,7,2021,R$   ,Caixa 24 pés,"13,94"
Alface Americana - Roça,Teresópolis (região),9,7,2021,R$   ,Caixa 12 pés,10
Alface Crespa - Roça,Teresópolis (região),9,7,2021,R$   ,Caixa 24 pés,"12,11"
Alface Lisa - Roça,Teresópolis (região),9,7,2021,R$   ,Caixa 24 pés,"12,11"
Alface Americana - Roça,Teresópolis (região),2,7,2021,R$   ,Caixa 12 pés,"9,5"
Alface Crespa - Roça,Teresópolis (região),2,7,2021,R$   ,Caixa 24 pés,"11,78"
Alface Lisa - Roça,Teresópolis (região),2,7,2021,R$   ,Caixa 24 pés,"11,78"
Alface Americana - Roça,Teresópolis (região),24,6,2021,R$   ,Caixa 12 pés,"9,5"
Alface Crespa - Roça,Teresópolis (região),24,6,2021,R$   ,Caixa 24 pés,"11,33"
Alface Lisa - Roça,Teresópolis (região),24,6,2021,R$   ,Caixa 24 pés,"11,33"
Alface Americana - Roça,Teresópolis (região),18,6,2021,R$   ,Caixa 12 pés,8
Alface Crespa - Roça,Teresópolis (região),18,6,2021,R$   ,Caixa 24 pés,"8,39"
Alface Lisa - Roça,Teresópolis (região),18,6,2021,R$   ,Caixa 24 pés,"8,39"
Alface Americana - Roça,Teresópolis (região),11,6,2021,R$   ,Caixa 12 pés,8
Alface Crespa - Roça,Teresópolis (região),11,6,2021,R$   ,Caixa 24 pés,"6,89"
Alface Lisa - Roça,Teresópolis (região),11,6,2021,R$   ,Caixa 24 pés,"6,89"
Alface Americana - Roça,Teresópolis (região),4,6,2021,R$   ,Caixa 12 pés,8
Alface Crespa - Roça,Teresópolis (região),4,6,2021,R$   ,Caixa 24 pés,"6,89"
Alface Lisa - Roça,Teresópolis (região),4,6,2021,R$   ,Caixa 24 pés,"6,89"
Alface Americana - Roça,Teresópolis (região),28,5,2021,R$   ,Caixa 12 pés,8
Alface Crespa - Roça,Teresópolis (região),28,5,2021,R$   ,Caixa 24 pés,"6,89"
Alface Lisa - Roça,Teresópolis (região),28,5,2021,R$   ,Caixa 24 pés,"6,89"
Alface Americana - Roça,Teresópolis (região),21,5,2021,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),21,5,2021,R$   ,Caixa 24 pés,"6,89"
Alface Lisa - Roça,Teresópolis (região),21,5,2021,R$   ,Caixa 24 pés,"7,78"
Alface Americana - Roça,Teresópolis (região),14,5,2021,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),14,5,2021,R$   ,Caixa 24 pés,"6,89"
Alface Lisa - Roça,Teresópolis (região),14,5,2021,R$   ,Caixa 24 pés,"7,78"
Alface Americana - Roça,Teresópolis (região),7,5,2021,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),7,5,2021,R$   ,Caixa 24 pés,"7,39"
Alface Lisa - Roça,Teresópolis (região),7,5,2021,R$   ,Caixa 24 pés,"8,28"
Alface Americana - Roça,Teresópolis (região),30,4,2021,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),30,4,2021,R$   ,Caixa 24 pés,"8,67"
Alface Lisa - Roça,Teresópolis (região),30,4,2021,R$   ,Caixa 24 pés,"9,56"
Alface Americana - Roça,Teresópolis (região),23,4,2021,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),23,4,2021,R$   ,Caixa 24 pés,9
Alface Lisa - Roça,Teresópolis (região),23,4,2021,R$   ,Caixa 24 pés,"9,89"
Alface Americana - Roça,Teresópolis (região),16,4,2021,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),16,4,2021,R$   ,Caixa 24 pés,"9,33"
Alface Lisa - Roça,Teresópolis (região),16,4,2021,R$   ,Caixa 24 pés,"10,22"
Alface Americana - Roça,Teresópolis (região),9,4,2021,R$   ,Caixa 12 pés,"10,75"
Alface Crespa - Roça,Teresópolis (região),9,4,2021,R$   ,Caixa 24 pés,"8,96"
Alface Lisa - Roça,Teresópolis (região),9,4,2021,R$   ,Caixa 24 pés,"10,44"
Alface Americana - Roça,Teresópolis (região),1,4,2021,R$   ,Caixa 12 pés,"10,75"
Alface Crespa - Roça,Teresópolis (região),1,4,2021,R$   ,Caixa 24 pés,"8,96"
Alface Lisa - Roça,Teresópolis (região),1,4,2021,R$   ,Caixa 24 pés,"10,44"
Alface Americana - Roça,Teresópolis (região),26,3,2021,R$   ,Caixa 12 pés,"10,75"
Alface Crespa - Roça,Teresópolis (região),26,3,2021,R$   ,Caixa 24 pés,"10,13"
Alface Lisa - Roça,Teresópolis (região),26,3,2021,R$   ,Caixa 24 pés,"10,13"
Alface Americana - Roça,Teresópolis (região),19,3,2021,R$   ,Caixa 12 pés,13
Alface Crespa - Roça,Teresópolis (região),19,3,2021,R$   ,Caixa 24 pés,"11,48"
Alface Lisa - Roça,Teresópolis (região),19,3,2021,R$   ,Caixa 24 pés,"11,48"
Alface Americana - Roça,Teresópolis (região),12,3,2021,R$   ,Caixa 12 pés,"15,25"
Alface Crespa - Roça,Teresópolis (região),12,3,2021,R$   ,Caixa 24 pés,"13,98"
Alface Lisa - Roça,Teresópolis (região),12,3,2021,R$   ,Caixa 24 pés,"13,98"
Alface Americana - Roça,Teresópolis (região),4,3,2021,R$   ,Caixa 12 pés,"15,25"
Alface Crespa - Roça,Teresópolis (região),4,3,2021,R$   ,Caixa 24 pés,"15,98"
Alface Lisa - Roça,Teresópolis (região),4,3,2021,R$   ,Caixa 24 pés,"15,98"
Alface Americana - Roça,Teresópolis (região),19,2,2021,R$   ,Caixa 12 pés,13
Alface Crespa - Roça,Teresópolis (região),19,2,2021,R$   ,Caixa 24 pés,"13,67"
Alface Lisa - Roça,Teresópolis (região),19,2,2021,R$   ,Caixa 24 pés,"11,89"
Alface Americana - Roça,Teresópolis (região),12,2,2021,R$   ,Caixa 12 pés,12
Alface Crespa - Roça,Teresópolis (região),12,2,2021,R$   ,Caixa 24 pés,"12,17"
Alface Lisa - Roça,Teresópolis (região),12,2,2021,R$   ,Caixa 24 pés,"10,56"
Alface Americana - Roça,Teresópolis (região),5,2,2021,R$   ,Caixa 12 pés,"13,5"
Alface Crespa - Roça,Teresópolis (região),5,2,2021,R$   ,Caixa 24 pés,"14,46"
Alface Lisa - Roça,Teresópolis (região),5,2,2021,R$   ,Caixa 24 pés,"15,17"
Alface Americana - Roça,Teresópolis (região),29,1,2021,R$   ,Caixa 12 pés,"12,83"
Alface Crespa - Roça,Teresópolis (região),29,1,2021,R$   ,Caixa 24 pés,"14,71"
Alface Lisa - Roça,Teresópolis (região),29,1,2021,R$   ,Caixa 24 pés,"16,5"
Alface Americana - Roça,Teresópolis (região),21,1,2021,R$   ,Caixa 12 pés,"15,17"
Alface Crespa - Roça,Teresópolis (região),21,1,2021,R$   ,Caixa 24 pés,"14,38"
Alface Lisa - Roça,Teresópolis (região),21,1,2021,R$   ,Caixa 24 pés,"15,5"
Alface Americana - Roça,Teresópolis (região),14,1,2021,R$   ,Caixa 12 pés,"14,17"
Alface Crespa - Roça,Teresópolis (região),14,1,2021,R$   ,Caixa 24 pés,"16,25"
Alface Lisa - Roça,Teresópolis (região),14,1,2021,R$   ,Caixa 24 pés,17
Alface Americana - Roça,Teresópolis (região),7,1,2021,R$   ,Caixa 12 pés,16
Alface Crespa - Roça,Teresópolis (região),7,1,2021,R$   ,Caixa 24 pés,18
Alface Lisa - Roça,Teresópolis (região),7,1,2021,R$   ,Caixa 24 pés,"18,5"
Alface Americana - Roça,Teresópolis (região),17,12,2020,R$   ,Caixa 12 pés,"13,5"
Alface Crespa - Roça,Teresópolis (região),17,12,2020,R$   ,Caixa 18 pés,"9,72"
Alface Lisa - Roça,Teresópolis (região),17,12,2020,R$   ,Caixa 18 pés,"12,46"
Alface Americana - Roça,Teresópolis (região),11,12,2020,R$   ,Caixa 12 pés,"12,5"
Alface Crespa - Roça,Teresópolis (região),11,12,2020,R$   ,Caixa 18 pés,"9,44"
Alface Lisa - Roça,Teresópolis (região),11,12,2020,R$   ,Caixa 18 pés,"11,58"
Alface Americana - Roça,Teresópolis (região),4,12,2020,R$   ,Caixa 12 pés,"12,5"
Alface Crespa - Roça,Teresópolis (região),4,12,2020,R$   ,Caixa 18 pés,"8,88"
Alface Lisa - Roça,Teresópolis (região),4,12,2020,R$   ,Caixa 18 pés,"11,33"
Alface Americana - Roça,Teresópolis (região),27,11,2020,R$   ,Caixa 12 pés,"12,5"
Alface Crespa - Roça,Teresópolis (região),27,11,2020,R$   ,Caixa 18 pés,"9,16"
Alface Lisa - Roça,Teresópolis (região),27,11,2020,R$   ,Caixa 18 pés,"10,46"
Alface Americana - Roça,Teresópolis (região),20,11,2020,R$   ,Caixa 12 pés,"12,5"
Alface Crespa - Roça,Teresópolis (região),20,11,2020,R$   ,Caixa 18 pés,"8,08"
Alface Lisa - Roça,Teresópolis (região),20,11,2020,R$   ,Caixa 18 pés,"11,75"
Alface Americana - Roça,Teresópolis (região),13,11,2020,R$   ,Caixa 12 pés,"12,5"
Alface Crespa - Roça,Teresópolis (região),13,11,2020,R$   ,Caixa 18 pés,"7,45"
Alface Lisa - Roça,Teresópolis (região),13,11,2020,R$   ,Caixa 18 pés,"11,75"
Alface Americana - Roça,Teresópolis (região),6,11,2020,R$   ,Caixa 12 pés,12
Alface Crespa - Roça,Teresópolis (região),6,11,2020,R$   ,Caixa 18 pés,"6,56"
Alface Lisa - Roça,Teresópolis (região),6,11,2020,R$   ,Caixa 18 pés,"10,5"
Alface Americana - Roça,Teresópolis (região),30,10,2020,R$   ,Caixa 12 pés,"11,33"
Alface Crespa - Roça,Teresópolis (região),30,10,2020,R$   ,Caixa 18 pés,"5,81"
Alface Lisa - Roça,Teresópolis (região),30,10,2020,R$   ,Caixa 18 pés,6
Alface Americana - Roça,Teresópolis (região),23,10,2020,R$   ,Caixa 12 pés,11
Alface Crespa - Roça,Teresópolis (região),23,10,2020,R$   ,Caixa 18 pés,"5,63"
Alface Lisa - Roça,Teresópolis (região),23,10,2020,R$   ,Caixa 18 pés,6
Alface Americana - Roça,Teresópolis (região),16,10,2020,R$   ,Caixa 12 pés,11
Alface Crespa - Roça,Teresópolis (região),16,10,2020,R$   ,Caixa 18 pés,"5,66"
Alface Lisa - Roça,Teresópolis (região),16,10,2020,R$   ,Caixa 18 pés,"5,54"
Alface Americana - Roça,Teresópolis (região),9,10,2020,R$   ,Caixa 12 pés,"7,25"
Alface Crespa - Roça,Teresópolis (região),9,10,2020,R$   ,Caixa 18 pés,"5,59"
Alface Lisa - Roça,Teresópolis (região),9,10,2020,R$   ,Caixa 18 pés,"5,62"
Alface Americana - Roça,Teresópolis (região),2,10,2020,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),2,10,2020,R$   ,Caixa 18 pés,"4,84"
Alface Lisa - Roça,Teresópolis (região),2,10,2020,R$   ,Caixa 18 pés,"5,87"
Alface Americana - Roça,Teresópolis (região),25,9,2020,R$   ,Caixa 12 pés,9
Alface Crespa - Roça,Teresópolis (região),25,9,2020,R$   ,Caixa 18 pés,"6,06"
Alface Lisa - Roça,Teresópolis (região),25,9,2020,R$   ,Caixa 18 pés,"6,58"
Alface Americana - Roça,Teresópolis (região),18,9,2020,R$   ,Caixa 12 pés,9
Alface Crespa - Roça,Teresópolis (região),18,9,2020,R$   ,Caixa 18 pés,"6,34"
Alface Lisa - Roça,Teresópolis (região),18,9,2020,R$   ,Caixa 18 pés,"6,71"
Alface Americana - Roça,Teresópolis (região),11,9,2020,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),11,9,2020,R$   ,Caixa 18 pés,"8,67"
Alface Lisa - Roça,Teresópolis (região),11,9,2020,R$   ,Caixa 18 pés,"9,06"
Alface Americana - Roça,Teresópolis (região),4,9,2020,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),4,9,2020,R$   ,Caixa 18 pés,"9,23"
Alface Lisa - Roça,Teresópolis (região),4,9,2020,R$   ,Caixa 18 pés,"9,06"
Alface Americana - Roça,Teresópolis (região),28,8,2020,R$   ,Caixa 12 pés,"11,5"
Alface Crespa - Roça,Teresópolis (região),28,8,2020,R$   ,Caixa 18 pés,"10,25"
Alface Lisa - Roça,Teresópolis (região),28,8,2020,R$   ,Caixa 18 pés,"10,41"
Alface Americana - Roça,Teresópolis (região),21,8,2020,R$   ,Caixa 12 pés,"11,5"
Alface Crespa - Roça,Teresópolis (região),21,8,2020,R$   ,Caixa 18 pés,"11,16"
Alface Lisa - Roça,Teresópolis (região),21,8,2020,R$   ,Caixa 18 pés,"11,62"
Alface Americana - Roça,Teresópolis (região),14,8,2020,R$   ,Caixa 12 pés,"11,5"
Alface Crespa - Roça,Teresópolis (região),14,8,2020,R$   ,Caixa 18 pés,"10,06"
Alface Lisa - Roça,Teresópolis (região),14,8,2020,R$   ,Caixa 18 pés,"10,16"
Alface Americana - Roça,Teresópolis (região),7,8,2020,R$   ,Caixa 12 pés,14
Alface Crespa - Roça,Teresópolis (região),7,8,2020,R$   ,Caixa 18 pés,"9,75"
Alface Lisa - Roça,Teresópolis (região),7,8,2020,R$   ,Caixa 18 pés,10
Alface Americana - Roça,Teresópolis (região),31,7,2020,R$   ,Caixa 12 pés,"12,5"
Alface Crespa - Roça,Teresópolis (região),31,7,2020,R$   ,Caixa 18 pés,"9,92"
Alface Lisa - Roça,Teresópolis (região),31,7,2020,R$   ,Caixa 18 pés,"9,92"
Alface Americana - Roça,Teresópolis (região),24,7,2020,R$   ,Caixa 12 pés,"11,5"
Alface Crespa - Roça,Teresópolis (região),24,7,2020,R$   ,Caixa 18 pés,"9,42"
Alface Lisa - Roça,Teresópolis (região),24,7,2020,R$   ,Caixa 18 pés,"9,42"
Alface Americana - Roça,Teresópolis (região),17,7,2020,R$   ,Caixa 12 pés,"9,5"
Alface Crespa - Roça,Teresópolis (região),17,7,2020,R$   ,Caixa 18 pés,"7,92"
Alface Lisa - Roça,Teresópolis (região),17,7,2020,R$   ,Caixa 18 pés,"8,14"
Alface Americana - Roça,Teresópolis (região),10,7,2020,R$   ,Caixa 12 pés,"6,75"
Alface Crespa - Roça,Teresópolis (região),10,7,2020,R$   ,Caixa 18 pés,"6,56"
Alface Lisa - Roça,Teresópolis (região),10,7,2020,R$   ,Caixa 18 pés,"6,56"
Alface Americana - Roça,Teresópolis (região),3,7,2020,R$   ,Caixa 12 pés,"7,75"
Alface Crespa - Roça,Teresópolis (região),3,7,2020,R$   ,Caixa 18 pés,"6,34"
Alface Lisa - Roça,Teresópolis (região),3,7,2020,R$   ,Caixa 18 pés,"6,46"
Alface Americana - Roça,Teresópolis (região),26,6,2020,R$   ,Caixa 12 pés,"7,5"
Alface Crespa - Roça,Teresópolis (região),26,6,2020,R$   ,Caixa 18 pés,"6,16"
Alface Lisa - Roça,Teresópolis (região),26,6,2020,R$   ,Caixa 18 pés,"6,21"
Alface Americana - Roça,Teresópolis (região),19,6,2020,R$   ,Caixa 12 pés,"7,5"
Alface Crespa - Roça,Teresópolis (região),19,6,2020,R$   ,Caixa 18 pés,"6,25"
Alface Lisa - Roça,Teresópolis (região),19,6,2020,R$   ,Caixa 18 pés,"6,58"
Alface Americana - Roça,Teresópolis (região),12,6,2020,R$   ,Caixa 12 pés,6
Alface Crespa - Roça,Teresópolis (região),12,6,2020,R$   ,Caixa 18 pés,"6,33"
Alface Lisa - Roça,Teresópolis (região),12,6,2020,R$   ,Caixa 18 pés,"6,33"
Alface Americana - Roça,Teresópolis (região),5,6,2020,R$   ,Caixa 12 pés,"5,5"
Alface Crespa - Roça,Teresópolis (região),5,6,2020,R$   ,Caixa 18 pés,"5,3"
