Produto,Região,Dia,Mês,Ano,Moeda,Unidade,Preco,Preco_unitario
Alface Crespa - Roça,Teresópolis (região),15,2,2019,R$   ,18,15.13,0.84056
Alface Lisa - Roça,Teresópolis (região),15,2,2019,R$   ,18,15.13,0.84056
Alface Americana - Roça,Teresópolis (região),8,2,2019,R$   ,12,12.00,1.00000
Alface Crespa - Roça,Teresópolis (região),8,2,2019,R$   ,18,13.50,0.75000
Alface Lisa - Roça,Teresópolis (região),8,2,2019,R$   ,18,13.50,0.75000
Alface Americana - Roça,Teresópolis (região),25,1,2019,R$   ,12,11.50,0.95833
Alface Crespa - Roça,Teresópolis (região),25,1,2019,R$   ,18,8.63,0.47944
Alface Lisa - Roça,Teresópolis (região),25,1,2019,R$   ,18,9.38,0.52111
Alface Americana - Roça,Teresópolis (região),18,1,2019,R$   ,12,12.00,1.00000
Alface Crespa - Roça,Teresópolis (região),18,1,2019,R$   ,18,8.33,0.46278
Alface Lisa - Roça,Teresópolis (região),18,1,2019,R$   ,18,9.50,0.52778
Alface Americana - Roça,Teresópolis (região),11,1,2019,R$   ,12,10.50,0.87500
Alface Crespa - Roça,Teresópolis (região),11,1,2019,R$   ,18,9.00,0.50000
Alface Lisa - Roça,Teresópolis (região),11,1,2019,R$   ,18,9.00,0.50000
Alface Americana - Roça,Teresópolis (região),21,12,2018,R$   ,12,6.75,0.56250
Alface Crespa - Roça,Teresópolis (região),21,12,2018,R$   ,18,4.75,0.26389
Alface Lisa - Roça,Teresópolis (região),21,12,2018,R$   ,18,4.75,0.26389
Alface Americana - Roça,Teresópolis (região),14,12,2018,R$   ,12,10.33,0.86083
Alface Crespa - Roça,Teresópolis (região),14,12,2018,R$   ,18,5.42,0.30111
Alface Lisa - Roça,Teresópolis (região),14,12,2018,R$   ,18,5.50,0.30556
Alface Americana - Roça,Teresópolis (região),7,12,2018,R$   ,12,11.00,0.91667
Alface Crespa - Roça,Teresópolis (região),7,12,2018,R$   ,18,5.50,0.30556
Alface Lisa - Roça,Teresópolis (região),7,12,2018,R$   ,18,5.50,0.30556
Alface Americana - Roça,Teresópolis (região),30,11,2018,R$   ,12,9.67,0.80583
Alface Crespa - Roça,Teresópolis (região),30,11,2018,R$   ,18,6.06,0.33667
Alface Lisa - Roça,Teresópolis (região),30,11,2018,R$   ,18,6.33,0.35167
Alface Americana - Roça,Teresópolis (região),23,11,2018,R$   ,12,10.50,0.87500
Alface Crespa - Roça,Teresópolis (região),23,11,2018,R$   ,18,5.92,0.32889
Alface Lisa - Roça,Teresópolis (região),23,11,2018,R$   ,18,5.92,0.32889
Alface Americana - Roça,Teresópolis (região),16,11,2018,R$   ,12,11.00,0.91667
Alface Crespa - Roça,Teresópolis (região),16,11,2018,R$   ,18,6.50,0.36111
Alface Lisa - Roça,Teresópolis (região),16,11,2018,R$   ,18,6.50,0.36111
Alface Americana - Roça,Teresópolis (região),9,11,2018,R$   ,12,9.50,0.79167
Alface Crespa - Roça,Teresópolis (região),9,11,2018,R$   ,18,6.50,0.36111
Alface Lisa - Roça,Teresópolis (região),9,11,2018,R$   ,18,6.50,0.36111
Alface Americana - Roça,Teresópolis (região),1,11,2018,R$   ,12,9.75,0.81250
Alface Crespa - Roça,Teresópolis (região),1,11,2018,R$   ,18,7.63,0.42389
Alface Lisa - Roça,Teresópolis (região),1,11,2018,R$   ,18,6.83,0.37944
Alface Americana - Roça,Teresópolis (região),26,10,2018,R$   ,12,8.50,0.70833
Alface Crespa - Roça,Teresópolis (região),26,10,2018,R$   ,18,6.56,0.36444
Alface Lisa - Roça,Teresópolis (região),26,10,2018,R$   ,18,6.50,0.36111
Alface Americana - Roça,Teresópolis (região),19,10,2018,R$   ,12,12.25,1.02083
Alface Crespa - Roça,Teresópolis (região),19,10,2018,R$   ,18,6.67,0.37056
Alface Lisa - Roça,Teresópolis (região),19,10,2018,R$   ,18,6.67,0.37056
Alface Americana - Roça,Teresópolis (região),11,10,2018,R$   ,12,9.75,0.81250
Alface Crespa - Roça,Teresópolis (região),11,10,2018,R$   ,18,8.00,0.44444
Alface Lisa - Roça,Teresópolis (região),11,10,2018,R$   ,18,8.00,0.44444
Alface Americana - Roça,Teresópolis (região),5,10,2018,R$   ,12,9.25,0.77083
Alface Crespa - Roça,Teresópolis (região),5,10,2018,R$   ,18,7.36,0.40889
Alface Lisa - Roça,Teresópolis (região),5,10,2018,R$   ,18,7.00,0.38889
Alface Americana - Roça,Teresópolis (região),28,9,2018,R$   ,12,9.00,0.75000
Alface Crespa - Roça,Teresópolis (região),28,9,2018,R$   ,18,6.79,0.37722
Alface Lisa - Roça,Teresópolis (região),28,9,2018,R$   ,18,6.50,0.36111
Alface Americana - Roça,Teresópolis (região),21,9,2018,R$   ,12,8.25,0.68750
Alface Crespa - Roça,Teresópolis (região),21,9,2018,R$   ,18,7.50,0.41667
Alface Lisa - Roça,Teresópolis (região),21,9,2018,R$   ,18,9.00,0.50000
Alface Americana - Roça,Teresópolis (região),14,9,2018,R$   ,12,8.50,0.70833
Alface Crespa - Roça,Teresópolis (região),14,9,2018,R$   ,18,7.50,0.41667
Alface Lisa - Roça,Teresópolis (região),14,9,2018,R$   ,18,7.50,0.41667
Alface Americana - Roça,Teresópolis (região),6,9,2018,R$   ,12,8.25,0.68750
Alface Crespa - Roça,Teresópolis (região),6,9,2018,R$   ,18,9.00,0.50000
Alface Lisa - Roça,Teresópolis (região),6,9,2018,R$   ,18,9.00,0.50000
Alface Americana - Roça,Teresópolis (região),31,8,2018,R$   ,12,8.83,0.73583
Alface Crespa - Roça,Teresópolis (região),31,8,2018,R$   ,18,10.88,0.60444
Alface Lisa - Roça,Teresópolis (região),31,8,2018,R$   ,18,10.38,0.57667
Alface Americana - Roça,Teresópolis (região),24,8,2018,R$   ,12,8.75,0.72917
Alface Crespa - Roça,Teresópolis (região),24,8,2018,R$   ,18,9.78,0.54333
Alface Lisa - Roça,Teresópolis (região),24,8,2018,R$   ,18,10.17,0.56500
Alface Americana - Roça,Teresópolis (região),16,8,2018,R$   ,12,9.50,0.79167
Alface Crespa - Roça,Teresópolis (região),16,8,2018,R$   ,18,7.97,0.44278
Alface Lisa - Roça,Teresópolis (região),16,8,2018,R$   ,18,9.17,0.50944
Alface Americana - Roça,Teresópolis (região),10,8,2018,R$   ,12,8.75,0.72917
Alface Crespa - Roça,Teresópolis (região),10,8,2018,R$   ,18,6.30,0.35000
Alface Lisa - Roça,Teresópolis (região),10,8,2018,R$   ,18,8.50,0.47222
Alface Americana - Roça,Teresópolis (região),2,8,2018,R$   ,12,9.25,0.77083
Alface Crespa - Roça,Teresópolis (região),2,8,2018,R$   ,18,6.18,0.34333
Alface Lisa - Roça,Teresópolis (região),2,8,2018,R$   ,18,8.38,0.46556
Alface Americana - Roça,Teresópolis (região),27,7,2018,R$   ,12,9.75,0.81250
Alface Crespa - Roça,Teresópolis (região),27,7,2018,R$   ,18,6.48,0.36000
Alface Lisa - Roça,Teresópolis (região),27,7,2018,R$   ,18,7.58,0.42111
Alface Americana - Roça,Teresópolis (região),20,7,2018,R$   ,12,8.83,0.73583
Alface Crespa - Roça,Teresópolis (região),20,7,2018,R$   ,18,5.76,0.32000
Alface Lisa - Roça,Teresópolis (região),20,7,2018,R$   ,18,7.83,0.43500
Alface Americana - Roça,Teresópolis (região),12,7,2018,R$   ,12,8.50,0.70833
Alface Crespa - Roça,Teresópolis (região),12,7,2018,R$   ,18,7.53,0.41833
Alface Lisa - Roça,Teresópolis (região),12,7,2018,R$   ,18,8.80,0.48889
Alface Americana - Roça,Teresópolis (região),6,7,2018,R$   ,12,8.00,0.66667
Alface Crespa - Roça,Teresópolis (região),6,7,2018,R$   ,18,7.17,0.39833
Alface Lisa - Roça,Teresópolis (região),6,7,2018,R$   ,18,8.33,0.46278
Alface Americana - Roça,Teresópolis (região),29,6,2018,R$   ,12,7.50,0.62500
Alface Crespa - Roça,Teresópolis (região),29,6,2018,R$   ,18,5.10,0.28333
Alface Lisa - Roça,Teresópolis (região),29,6,2018,R$   ,18,6.09,0.33833
Alface Americana - Roça,Teresópolis (região),22,6,2018,R$   ,12,6.75,0.56250
Alface Crespa - Roça,Teresópolis (região),22,6,2018,R$   ,18,4.58,0.25444
Alface Lisa - Roça,Teresópolis (região),22,6,2018,R$   ,18,5.69,0.31611
Alface Crespa - Roça,Teresópolis (região),15,6,2018,R$   ,18,4.50,0.25000
Alface Lisa - Roça,Teresópolis (região),15,6,2018,R$   ,18,5.38,0.29889
Alface Americana - Roça,Teresópolis (região),8,6,2018,R$   ,12,6.75,0.56250
Alface Crespa - Roça,Teresópolis (região),8,6,2018,R$   ,18,5.28,0.29333
Alface Lisa - Roça,Teresópolis (região),8,6,2018,R$   ,18,6.66,0.37000
Alface Americana - Roça,Teresópolis (região),18,5,2018,R$   ,12,9.17,0.76417
Alface Crespa - Roça,Teresópolis (região),18,5,2018,R$   ,18,6.63,0.36833
Alface Lisa - Roça,Teresópolis (região),18,5,2018,R$   ,18,7.75,0.43056
Alface Americana - Roça,Teresópolis (região),11,5,2018,R$   ,12,11.10,0.92500
Alface Crespa - Roça,Teresópolis (região),11,5,2018,R$   ,18,8.60,0.47778
Alface Lisa - Roça,Teresópolis (região),11,5,2018,R$   ,18,9.14,0.50778
Alface Americana - Roça,Teresópolis (região),4,5,2018,R$   ,12,15.17,1.26417
Alface Crespa - Roça,Teresópolis (região),4,5,2018,R$   ,18,10.00,0.55556
Alface Lisa - Roça,Teresópolis (região),4,5,2018,R$   ,18,11.33,0.62944
Alface Americana - Roça,Teresópolis (região),27,4,2018,R$   ,12,15.80,1.31667
Alface Crespa - Roça,Teresópolis (região),27,4,2018,R$   ,18,11.08,0.61556
Alface Lisa - Roça,Teresópolis (região),27,4,2018,R$   ,18,12.50,0.69444
Alface Americana - Roça,Teresópolis (região),20,4,2018,R$   ,12,14.88,1.24000
Alface Crespa - Roça,Teresópolis (região),20,4,2018,R$   ,18,11.90,0.66111
Alface Lisa - Roça,Teresópolis (região),20,4,2018,R$   ,18,11.80,0.65556
Alface Americana - Roça,Teresópolis (região),13,4,2018,R$   ,12,11.83,0.98583
Alface Crespa - Roça,Teresópolis (região),13,4,2018,R$   ,18,9.94,0.55222
Alface Lisa - Roça,Teresópolis (região),13,4,2018,R$   ,18,11.50,0.63889
Alface Americana - Roça,Teresópolis (região),6,4,2018,R$   ,12,11.00,0.91667
Alface Crespa - Roça,Teresópolis (região),6,4,2018,R$   ,18,11.13,0.61833
Alface Lisa - Roça,Teresópolis (região),6,4,2018,R$   ,18,11.13,0.61833
Alface Americana - Roça,Teresópolis (região),29,3,2018,R$   ,12,10.75,0.89583
Alface Crespa - Roça,Teresópolis (região),29,3,2018,R$   ,18,9.62,0.53444
Alface Lisa - Roça,Teresópolis (região),29,3,2018,R$   ,18,10.20,0.56667
Alface Americana - Roça,Teresópolis (região),16,3,2018,R$   ,12,8.83,0.73583
Alface Crespa - Roça,Teresópolis (região),16,3,2018,R$   ,18,7.70,0.42778
Alface Lisa - Roça,Teresópolis (região),16,3,2018,R$   ,18,7.70,0.42778
Alface Americana - Roça,Teresópolis (região),9,3,2018,R$   ,12,10.50,0.87500
Alface Crespa - Roça,Teresópolis (região),9,3,2018,R$   ,18,7.33,0.40722
Alface Lisa - Roça,Teresópolis (região),9,3,2018,R$   ,18,7.00,0.38889
Alface Americana - Roça,Teresópolis (região),2,3,2018,R$   ,12,10.50,0.87500
Alface Crespa - Roça,Teresópolis (região),2,3,2018,R$   ,18,8.83,0.49056
Alface Lisa - Roça,Teresópolis (região),2,3,2018,R$   ,18,9.25,0.51389
Alface Americana - Roça,Teresópolis (região),23,2,2018,R$   ,12,8.50,0.70833
Alface Crespa - Roça,Teresópolis (região),23,2,2018,R$   ,18,9.29,0.51611
Alface Lisa - Roça,Teresópolis (região),23,2,2018,R$   ,18,9.83,0.54611
Alface Americana - Roça,Teresópolis (região),16,2,2018,R$   ,12,9.00,0.75000
Alface Crespa - Roça,Teresópolis (região),16,2,2018,R$   ,18,7.75,0.43056
Alface Lisa - Roça,Teresópolis (região),16,2,2018,R$   ,18,9.75,0.54167
Alface Americana - Roça,Teresópolis (região),9,2,2018,R$   ,12,9.25,0.77083
Alface Crespa - Roça,Teresópolis (região),9,2,2018,R$   ,18,5.88,0.32667
Alface Lisa - Roça,Teresópolis (região),9,2,2018,R$   ,18,7.00,0.38889
Alface Americana - Roça,Teresópolis (região),2,2,2018,R$   ,12,8.50,0.70833
Alface Crespa - Roça,Teresópolis (região),2,2,2018,R$   ,18,6.43,0.35722
Alface Lisa - Roça,Teresópolis (região),2,2,2018,R$   ,18,7.00,0.38889
Alface Americana - Roça,Teresópolis (região),26,1,2018,R$   ,12,12.00,1.00000
Alface Crespa - Roça,Teresópolis (região),26,1,2018,R$   ,18,7.75,0.43056
Alface Lisa - Roça,Teresópolis (região),26,1,2018,R$   ,18,7.88,0.43778
Alface Americana - Roça,Teresópolis (região),19,1,2018,R$   ,12,7.33,0.61083
Alface Crespa - Roça,Teresópolis (região),19,1,2018,R$   ,18,8.77,0.48722
Alface Lisa - Roça,Teresópolis (região),19,1,2018,R$   ,18,9.88,0.54889
Alface Americana - Roça,Teresópolis (região),12,1,2018,R$   ,12,9.33,0.77750
Alface Crespa - Roça,Teresópolis (região),12,1,2018,R$   ,18,7.95,0.44167
Alface Lisa - Roça,Teresópolis (região),12,1,2018,R$   ,18,8.63,0.47944
Alface Americana - Roça,Teresópolis (região),5,1,2018,R$   ,12,7.50,0.62500
Alface Crespa - Roça,Teresópolis (região),5,1,2018,R$   ,18,7.33,0.40722
Alface Lisa - Roça,Teresópolis (região),5,1,2018,R$   ,18,7.75,0.43056
Alface Americana - Roça,Teresópolis (região),28,12,2017,R$   ,12,7.50,0.62500
Alface Crespa - Roça,Teresópolis (região),28,12,2017,R$   ,18,7.33,0.40722
Alface Lisa - Roça,Teresópolis (região),28,12,2017,R$   ,18,7.75,0.43056
Alface Americana - Roça,Teresópolis (região),22,12,2017,R$   ,12,7.50,0.62500
Alface Crespa - Roça,Teresópolis (região),22,12,2017,R$   ,18,6.71,0.37278
Alface Lisa - Roça,Teresópolis (região),22,12,2017,R$   ,18,7.75,0.43056
Alface Americana - Roça,Teresópolis (região),15,12,2017,R$   ,12,9.88,0.82333
Alface Crespa - Roça,Teresópolis (região),15,12,2017,R$   ,18,8.10,0.45000
Alface Lisa - Roça,Teresópolis (região),15,12,2017,R$   ,18,8.90,0.49444
Alface Americana - Roça,Teresópolis (região),8,12,2017,R$   ,12,8.75,0.72917
Alface Crespa - Roça,Teresópolis (região),8,12,2017,R$   ,18,8.33,0.46278
Alface Lisa - Roça,Teresópolis (região),8,12,2017,R$   ,18,8.67,0.48167
Alface Americana - Roça,Teresópolis (região),1,12,2017,R$   ,12,8.25,0.68750
Alface Crespa - Roça,Teresópolis (região),1,12,2017,R$   ,18,6.13,0.34056
Alface Lisa - Roça,Teresópolis (região),1,12,2017,R$   ,18,7.67,0.42611
Alface Americana - Roça,Teresópolis (região),24,11,2017,R$   ,12,7.70,0.64167
Alface Crespa - Roça,Teresópolis (região),24,11,2017,R$   ,18,5.75,0.31944
Alface Lisa - Roça,Teresópolis (região),24,11,2017,R$   ,18,8.10,0.45000
Alface Americana - Roça,Teresópolis (região),17,11,2017,R$   ,12,6.17,0.51417
Alface Crespa - Roça,Teresópolis (região),17,11,2017,R$   ,18,4.13,0.22944
Alface Lisa - Roça,Teresópolis (região),17,11,2017,R$   ,18,4.83,0.26833
Alface Americana - Roça,Teresópolis (região),10,11,2017,R$   ,12,5.50,0.45833
Alface Crespa - Roça,Teresópolis (região),10,11,2017,R$   ,18,3.40,0.18889
Alface Lisa - Roça,Teresópolis (região),10,11,2017,R$   ,18,4.13,0.22944
Alface Americana - Roça,Teresópolis (região),27,10,2017,R$   ,12,5.50,0.45833
Alface Crespa - Roça,Teresópolis (região),27,10,2017,R$   ,18,3.88,0.21556
Alface Lisa - Roça,Teresópolis (região),27,10,2017,R$   ,18,5.13,0.28500
Alface Americana - Roça,Teresópolis (região),20,10,2017,R$   ,12,4.88,0.40667
Alface Crespa - Roça,Teresópolis (região),20,10,2017,R$   ,18,3.63,0.20167
Alface Lisa - Roça,Teresópolis (região),20,10,2017,R$   ,18,3.63,0.20167
Alface Americana - Roça,Teresópolis (região),13,10,2017,R$   ,12,4.90,0.40833
Alface Crespa - Roça,Teresópolis (região),13,10,2017,R$   ,18,3.38,0.18778
Alface Lisa - Roça,Teresópolis (região),13,10,2017,R$   ,18,3.75,0.20833
Alface Americana - Roça,Teresópolis (região),6,10,2017,R$   ,12,5.17,0.43083
Alface Crespa - Roça,Teresópolis (região),6,10,2017,R$   ,18,3.63,0.20167
Alface Lisa - Roça,Teresópolis (região),6,10,2017,R$   ,18,3.63,0.20167
Alface Americana - Roça,Teresópolis (região),29,9,2017,R$   ,12,5.17,0.43083
Alface Crespa - Roça,Teresópolis (região),29,9,2017,R$   ,18,3.70,0.20556
Alface Lisa - Roça,Teresópolis (região),29,9,2017,R$   ,18,3.63,0.20167
Alface Americana - Roça,Teresópolis (região),21,9,2017,R$   ,12,5.00,0.41667
Alface Crespa - Roça,Teresópolis (região),21,9,2017,R$   ,18,4.33,0.24056
Alface Lisa - Roça,Teresópolis (região),21,9,2017,R$   ,18,3.83,0.21278
Alface Americana - Roça,Teresópolis (região),15,9,2017,R$   ,12,5.08,0.42333
Alface Crespa - Roça,Teresópolis (região),15,9,2017,R$   ,18,4.13,0.22944
Alface Lisa - Roça,Teresópolis (região),15,9,2017,R$   ,18,3.90,0.21667
Alface Americana - Roça,Teresópolis (região),8,9,2017,R$   ,12,5.50,0.45833
Alface Crespa - Roça,Teresópolis (região),8,9,2017,R$   ,18,4.33,0.24056
Alface Lisa - Roça,Teresópolis (região),8,9,2017,R$   ,18,4.45,0.24722
Alface Americana - Roça,Teresópolis (região),31,8,2017,R$   ,12,5.50,0.45833
Alface Crespa - Roça,Teresópolis (região),31,8,2017,R$   ,18,4.42,0.24556
Alface Lisa - Roça,Teresópolis (região),31,8,2017,R$   ,18,4.31,0.23944
Alface Americana - Roça,Teresópolis (região),24,8,2017,R$   ,12,6.00,0.50000
Alface Crespa - Roça,Teresópolis (região),24,8,2017,R$   ,18,4.94,0.27444
Alface Lisa - Roça,Teresópolis (região),24,8,2017,R$   ,18,4.83,0.26833
Alface Americana - Roça,Teresópolis (região),18,8,2017,R$   ,12,7.00,0.58333
Alface Crespa - Roça,Teresópolis (região),18,8,2017,R$   ,18,5.63,0.31278
Alface Lisa - Roça,Teresópolis (região),18,8,2017,R$   ,18,5.63,0.31278
Alface Americana - Roça,Teresópolis (região),11,8,2017,R$   ,12,6.88,0.57333
Alface Crespa - Roça,Teresópolis (região),11,8,2017,R$   ,18,6.00,0.33333
Alface Lisa - Roça,Teresópolis (região),11,8,2017,R$   ,18,6.00,0.33333
Alface Americana - Roça,Teresópolis (região),4,8,2017,R$   ,12,8.50,0.70833
Alface Crespa - Roça,Teresópolis (região),4,8,2017,R$   ,18,7.00,0.38889
Alface Lisa - Roça,Teresópolis (região),4,8,2017,R$   ,18,8.10,0.45000
Alface Americana - Roça,Teresópolis (região),28,7,2017,R$   ,12,9.75,0.81250
Alface Crespa - Roça,Teresópolis (região),28,7,2017,R$   ,18,7.33,0.40722
Alface Lisa - Roça,Teresópolis (região),28,7,2017,R$   ,18,8.33,0.46278
Alface Americana - Roça,Teresópolis (região),21,7,2017,R$   ,12,10.60,0.88333
Alface Crespa - Roça,Teresópolis (região),21,7,2017,R$   ,18,7.73,0.42944
Alface Lisa - Roça,Teresópolis (região),21,7,2017,R$   ,18,8.10,0.45000
Alface Americana - Roça,Teresópolis (região),14,7,2017,R$   ,12,11.63,0.96917
Alface Crespa - Roça,Teresópolis (região),14,7,2017,R$   ,18,7.60,0.42222
Alface Lisa - Roça,Teresópolis (região),14,7,2017,R$   ,18,7.25,0.40278
Alface Americana - Roça,Teresópolis (região),6,7,2017,R$   ,12,11.25,0.93750
Alface Crespa - Roça,Teresópolis (região),6,7,2017,R$   ,18,7.40,0.41111
Alface Lisa - Roça,Teresópolis (região),6,7,2017,R$   ,18,7.40,0.41111
Alface Americana - Roça,Teresópolis (região),30,6,2017,R$   ,12,10.00,0.83333
Alface Crespa - Roça,Teresópolis (região),30,6,2017,R$   ,18,6.70,0.37222
Alface Lisa - Roça,Teresópolis (região),30,6,2017,R$   ,18,7.30,0.40556
Alface Americana - Roça,Teresópolis (região),23,6,2017,R$   ,12,9.50,0.79167
Alface Crespa - Roça,Teresópolis (região),23,6,2017,R$   ,18,7.30,0.40556
Alface Lisa - Roça,Teresópolis (região),23,6,2017,R$   ,18,7.30,0.40556
Alface Americana - Roça,Teresópolis (região),16,6,2017,R$   ,12,9.75,0.81250
Alface Crespa - Roça,Teresópolis (região),16,6,2017,R$   ,18,10.83,0.60167
Alface Lisa - Roça,Teresópolis (região),16,6,2017,R$   ,18,10.63,0.59056
Alface Americana - Roça,Teresópolis (região),8,6,2017,R$   ,12,9.30,0.77500
Alface Crespa - Roça,Teresópolis (região),8,6,2017,R$   ,18,10.44,0.58000
Alface Lisa - Roça,Teresópolis (região),8,6,2017,R$   ,18,10.11,0.56167
Alface Americana - Roça,Teresópolis (região),1,6,2017,R$   ,12,8.50,0.70833
Alface Crespa - Roça,Teresópolis (região),1,6,2017,R$   ,18,9.90,0.55000
Alface Lisa - Roça,Teresópolis (região),1,6,2017,R$   ,18,10.25,0.56944
Alface Americana - Roça,Teresópolis (região),25,5,2017,R$   ,12,8.00,0.66667
Alface Crespa - Roça,Teresópolis (região),25,5,2017,R$   ,18,5.80,0.32222
Alface Lisa - Roça,Teresópolis (região),25,5,2017,R$   ,18,5.80,0.32222
Alface Americana - Roça,Teresópolis (região),18,5,2017,R$   ,12,8.38,0.69833
Alface Crespa - Roça,Teresópolis (região),18,5,2017,R$   ,18,6.75,0.37500
Alface Lisa - Roça,Teresópolis (região),18,5,2017,R$   ,18,7.88,0.43778
Alface Americana - Roça,Teresópolis (região),11,5,2017,R$   ,12,8.70,0.72500
Alface Crespa - Roça,Teresópolis (região),11,5,2017,R$   ,18,8.42,0.46778
Alface Lisa - Roça,Teresópolis (região),11,5,2017,R$   ,18,8.00,0.44444
Alface Americana - Roça,Teresópolis (região),4,5,2017,R$   ,12,9.38,0.78167
Alface Crespa - Roça,Teresópolis (região),4,5,2017,R$   ,18,9.75,0.54167
Alface Lisa - Roça,Teresópolis (região),4,5,2017,R$   ,18,9.25,0.51389
Alface Americana - Roça,Teresópolis (região),27,4,2017,R$   ,12,10.19,0.84917
Alface Crespa - Roça,Teresópolis (região),27,4,2017,R$   ,18,9.25,0.51389
Alface Lisa - Roça,Teresópolis (região),27,4,2017,R$   ,18,9.90,0.55000
Alface Americana - Roça,Teresópolis (região),20,4,2017,R$   ,12,9.45,0.78750
Alface Crespa - Roça,Teresópolis (região),20,4,2017,R$   ,18,9.38,0.52111
Alface Lisa - Roça,Teresópolis (região),20,4,2017,R$   ,18,10.32,0.57333
Alface Americana - Roça,Teresópolis (região),13,4,2017,R$   ,12,11.32,0.94333
Alface Crespa - Roça,Teresópolis (região),13,4,2017,R$   ,18,7.61,0.42278
Alface Lisa - Roça,Teresópolis (região),13,4,2017,R$   ,18,9.40,0.52222
Alface Americana - Roça,Teresópolis (região),6,4,2017,R$   ,12,9.50,0.79167
Alface Crespa - Roça,Teresópolis (região),6,4,2017,R$   ,18,7.17,0.39833
Alface Lisa - Roça,Teresópolis (região),6,4,2017,R$   ,18,9.17,0.50944
Alface Americana - Roça,Teresópolis (região),30,3,2017,R$   ,12,8.88,0.74000
Alface Crespa - Roça,Teresópolis (região),30,3,2017,R$   ,18,8.13,0.45167
Alface Lisa - Roça,Teresópolis (região),30,3,2017,R$   ,20,10.00,0.50000
Alface Lisa - Roça,Teresópolis (região),30,3,2017,R$   ,18,10.75,0.59722
Alface Americana - Roça,Teresópolis (região),23,3,2017,R$   ,12,7.67,0.63917
Alface Crespa - Roça,Teresópolis (região),23,3,2017,R$   ,18,7.00,0.38889
Alface Lisa - Roça,Teresópolis (região),23,3,2017,R$   ,18,7.00,0.38889
Alface Americana - Roça,Teresópolis (região),16,3,2017,R$   ,12,8.50,0.70833
Alface Crespa - Roça,Teresópolis (região),16,3,2017,R$   ,20,6.60,0.33000
Alface Lisa - Roça,Teresópolis (região),16,3,2017,R$   ,20,6.60,0.33000
Alface Americana - Roça,Teresópolis (região),9,3,2017,R$   ,12,8.00,0.66667
Alface Crespa - Roça,Teresópolis (região),9,3,2017,R$   ,18,4.65,0.25833
Alface Lisa - Roça,Teresópolis (região),9,3,2017,R$   ,18,6.00,0.33333
Alface Americana - Roça,Teresópolis (região),2,3,2017,R$   ,12,9.38,0.78167
Alface Crespa - Roça,Teresópolis (região),2,3,2017,R$   ,18,6.25,0.34722
Alface Lisa - Roça,Teresópolis (região),2,3,2017,R$   ,18,6.17,0.34278
Alface Americana - Roça,Teresópolis (região),22,2,2017,R$   ,12,9.00,0.75000
Alface Crespa - Roça,Teresópolis (região),22,2,2017,R$   ,18,6.33,0.35167
Alface Lisa - Roça,Teresópolis (região),22,2,2017,R$   ,18,7.25,0.40278
Alface Americana - Roça,Teresópolis (região),15,2,2017,R$   ,12,9.00,0.75000
Alface Crespa - Roça,Teresópolis (região),15,2,2017,R$   ,18,6.33,0.35167
Alface Lisa - Roça,Teresópolis (região),15,2,2017,R$   ,18,6.25,0.34722
Alface Americana - Roça,Teresópolis (região),9,2,2017,R$   ,12,10.00,0.83333
Alface Crespa - Roça,Teresópolis (região),9,2,2017,R$   ,18,8.25,0.45833
Alface Lisa - Roça,Teresópolis (região),9,2,2017,R$   ,18,8.42,0.46778
Alface Americana - Roça,Teresópolis (região),1,2,2017,R$   ,12,9.33,0.77750
Alface Crespa - Roça,Teresópolis (região),1,2,2017,R$   ,18,8.17,0.45389
Alface Lisa - Roça,Teresópolis (região),1,2,2017,R$   ,18,7.25,0.40278
Alface Americana - Roça,Teresópolis (região),26,1,2017,R$   ,12,8.33,0.69417
Alface Crespa - Roça,Teresópolis (região),26,1,2017,R$   ,18,5.83,0.32389
Alface Lisa - Roça,Teresópolis (região),26,1,2017,R$   ,18,5.67,0.31500
Alface Americana - Roça,Teresópolis (região),19,1,2017,R$   ,12,7.33,0.61083
Alface Crespa - Roça,Teresópolis (região),19,1,2017,R$   ,18,5.00,0.27778
Alface Lisa - Roça,Teresópolis (região),19,1,2017,R$   ,18,5.33,0.29611
Alface Americana - Roça,Teresópolis (região),12,1,2017,R$   ,12,7.83,0.65250
Alface Crespa - Roça,Teresópolis (região),12,1,2017,R$   ,18,7.25,0.40278
Alface Lisa - Roça,Teresópolis (região),12,1,2017,R$   ,18,6.17,0.34278
Alface Americana - Roça,Teresópolis (região),4,1,2017,R$   ,12,7.67,0.63917
Alface Crespa - Roça,Teresópolis (região),4,1,2017,R$   ,18,6.63,0.36833
Alface Lisa - Roça,Teresópolis (região),4,1,2017,R$   ,18,6.50,0.36111
Alface Americana - Roça,Teresópolis (região),15,12,2016,R$   ,12,8.67,0.72250
Alface Crespa - Roça,Teresópolis (região),15,12,2016,R$   ,18,6.38,0.35444
Alface Lisa - Roça,Teresópolis (região),15,12,2016,R$   ,18,7.83,0.43500
Alface Americana - Roça,Teresópolis (região),7,12,2016,R$   ,12,7.63,0.63583
Alface Crespa - Roça,Teresópolis (região),7,12,2016,R$   ,18,7.50,0.41667
Alface Lisa - Roça,Teresópolis (região),7,12,2016,R$   ,18,7.00,0.38889
Alface Americana - Roça,Teresópolis (região),30,11,2016,R$   ,12,7.33,0.61083
Alface Crespa - Roça,Teresópolis (região),30,11,2016,R$   ,18,6.25,0.34722
