Produto,Região,Dia,Mês,Ano,Moeda,Unidade,Preco,Preco_unitario
Alface Americana - Roça,Teresópolis (região),22,9,2023,R$   ,12,7.50,0.62500
Alface Crespa - Roça,Teresópolis (região),22,9,2023,R$   ,24,9.80,0.40833
Alface Lisa - Roça,Teresópolis (região),22,9,2023,R$   ,24,9.80,0.40833
Alface Americana - Roça,Teresópolis (região),15,9,2023,R$   ,12,6.40,0.53333
Alface Crespa - Roça,Teresópolis (região),15,9,2023,R$   ,24,8.00,0.33333
Alface Lisa - Roça,Teresópolis (região),15,9,2023,R$   ,24,8.00,0.33333
Alface Americana - Roça,Teresópolis (região),8,9,2023,R$   ,12,6.40,0.53333
Alface Crespa - Roça,Teresópolis (região),8,9,2023,R$   ,24,8.50,0.35417
Alface Lisa - Roça,Teresópolis (região),8,9,2023,R$   ,24,8.50,0.35417
Alface Americana - Roça,Teresópolis (região),31,8,2023,R$   ,12,6.90,0.57500
Alface Crespa - Roça,Teresópolis (região),31,8,2023,R$   ,24,9.00,0.37500
Alface Lisa - Roça,Teresópolis (região),31,8,2023,R$   ,24,9.00,0.37500
Alface Americana - Roça,Teresópolis (região),25,8,2023,R$   ,12,9.00,0.75000
Alface Crespa - Roça,Teresópolis (região),25,8,2023,R$   ,24,9.80,0.40833
Alface Lisa - Roça,Teresópolis (região),25,8,2023,R$   ,24,9.80,0.40833
Alface Americana - Roça,Teresópolis (região),17,8,2023,R$   ,12,9.33,0.77750
Alface Crespa - Roça,Teresópolis (região),17,8,2023,R$   ,24,10.50,0.43750
Alface Lisa - Roça,Teresópolis (região),17,8,2023,R$   ,24,10.50,0.43750
Alface Americana - Roça,Teresópolis (região),11,8,2023,R$   ,12,10.80,0.90000
Alface Crespa - Roça,Teresópolis (região),11,8,2023,R$   ,24,19.00,0.79167
Alface Lisa - Roça,Teresópolis (região),11,8,2023,R$   ,24,19.00,0.79167
Alface Americana - Roça,Teresópolis (região),4,8,2023,R$   ,12,9.20,0.76667
Alface Crespa - Roça,Teresópolis (região),4,8,2023,R$   ,24,18.00,0.75000
Alface Lisa - Roça,Teresópolis (região),4,8,2023,R$   ,24,18.00,0.75000
Alface Americana - Roça,Teresópolis (região),28,7,2023,R$   ,12,9.80,0.81667
Alface Crespa - Roça,Teresópolis (região),28,7,2023,R$   ,24,18.60,0.77500
Alface Lisa - Roça,Teresópolis (região),28,7,2023,R$   ,24,19.60,0.81667
Alface Americana - Roça,Teresópolis (região),20,7,2023,R$   ,12,11.55,0.96250
Alface Crespa - Roça,Teresópolis (região),20,7,2023,R$   ,24,19.60,0.81667
Alface Lisa - Roça,Teresópolis (região),20,7,2023,R$   ,24,19.60,0.81667
Alface Americana - Roça,Teresópolis (região),14,7,2023,R$   ,12,11.55,0.96250
Alface Crespa - Roça,Teresópolis (região),14,7,2023,R$   ,24,19.60,0.81667
Alface Americana - Roça,Teresópolis (região),5,7,2023,R$   ,12,10.87,0.90583
Alface Crespa - Roça,Teresópolis (região),5,7,2023,R$   ,24,18.40,0.76667
Alface Lisa - Roça,Teresópolis (região),5,7,2023,R$   ,24,21.73,0.90542
Alface Americana - Roça,Teresópolis (região),30,6,2023,R$   ,12,14.00,1.16667
Alface Crespa - Roça,Teresópolis (região),30,6,2023,R$   ,24,26.00,1.08333
Alface Lisa - Roça,Teresópolis (região),30,6,2023,R$   ,24,26.00,1.08333
Alface Americana - Roça,Teresópolis (região),23,6,2023,R$   ,12,15.33,1.27750
Alface Crespa - Roça,Teresópolis (região),23,6,2023,R$   ,24,27.67,1.15292
Alface Lisa - Roça,Teresópolis (região),23,6,2023,R$   ,24,27.67,1.15292
Alface Americana - Roça,Teresópolis (região),16,6,2023,R$   ,12,15.33,1.27750
Alface Crespa - Roça,Teresópolis (região),16,6,2023,R$   ,24,29.50,1.22917
Alface Lisa - Roça,Teresópolis (região),16,6,2023,R$   ,24,29.50,1.22917
Alface Americana - Roça,Teresópolis (região),7,6,2023,R$   ,12,15.00,1.25000
Alface Crespa - Roça,Teresópolis (região),7,6,2023,R$   ,24,29.50,1.22917
Alface Lisa - Roça,Teresópolis (região),7,6,2023,R$   ,24,29.50,1.22917
Alface Americana - Roça,Teresópolis (região),2,6,2023,R$   ,12,18.00,1.50000
Alface Crespa - Roça,Teresópolis (região),2,6,2023,R$   ,24,29.67,1.23625
Alface Lisa - Roça,Teresópolis (região),2,6,2023,R$   ,24,29.67,1.23625
Alface Americana - Roça,Teresópolis (região),26,5,2023,R$   ,12,18.67,1.55583
Alface Crespa - Roça,Teresópolis (região),26,5,2023,R$   ,24,31.33,1.30542
Alface Lisa - Roça,Teresópolis (região),26,5,2023,R$   ,24,31.33,1.30542
Alface Americana - Roça,Teresópolis (região),18,5,2023,R$   ,12,18.00,1.50000
Alface Crespa - Roça,Teresópolis (região),18,5,2023,R$   ,24,30.00,1.25000
Alface Lisa - Roça,Teresópolis (região),18,5,2023,R$   ,24,30.00,1.25000
Alface Americana - Roça,Teresópolis (região),12,5,2023,R$   ,12,18.00,1.50000
Alface Crespa - Roça,Teresópolis (região),12,5,2023,R$   ,24,28.00,1.16667
Alface Lisa - Roça,Teresópolis (região),12,5,2023,R$   ,24,28.00,1.16667
Alface Americana - Roça,Teresópolis (região),5,5,2023,R$   ,12,17.00,1.41667
Alface Crespa - Roça,Teresópolis (região),5,5,2023,R$   ,24,24.00,1.00000
Alface Lisa - Roça,Teresópolis (região),5,5,2023,R$   ,24,24.00,1.00000
Alface Americana - Roça,Teresópolis (região),28,4,2023,R$   ,12,17.20,1.43333
Alface Crespa - Roça,Teresópolis (região),28,4,2023,R$   ,24,24.80,1.03333
Alface Lisa - Roça,Teresópolis (região),28,4,2023,R$   ,24,24.80,1.03333
Alface Americana - Roça,Teresópolis (região),20,4,2023,R$   ,12,12.00,1.00000
Alface Crespa - Roça,Teresópolis (região),20,4,2023,R$   ,24,21.33,0.88875
Alface Lisa - Roça,Teresópolis (região),20,4,2023,R$   ,24,21.33,0.88875
Alface Americana - Roça,Teresópolis (região),19,4,2023,R$   ,12,22.00,1.83333
Alface Crespa - Roça,Teresópolis (região),19,4,2023,R$   ,24,24.00,1.00000
Alface Lisa - Roça,Teresópolis (região),19,4,2023,R$   ,24,24.00,1.00000
Alface Americana - Roça,Teresópolis (região),14,4,2023,R$   ,12,17.00,1.41667
Alface Crespa - Roça,Teresópolis (região),14,4,2023,R$   ,24,21.07,0.87792
Alface Lisa - Roça,Teresópolis (região),14,4,2023,R$   ,24,21.07,0.87792
Alface Americana - Roça,Teresópolis (região),6,4,2023,R$   ,12,12.50,1.04167
Alface Crespa - Roça,Teresópolis (região),6,4,2023,R$   ,24,19.00,0.79167
Alface Lisa - Roça,Teresópolis (região),6,4,2023,R$   ,24,19.00,0.79167
Alface Americana - Roça,Teresópolis (região),31,3,2023,R$   ,12,12.50,1.04167
Alface Crespa - Roça,Teresópolis (região),31,3,2023,R$   ,24,19.11,0.79625
Alface Lisa - Roça,Teresópolis (região),31,3,2023,R$   ,24,19.11,0.79625
Alface Americana - Roça,Teresópolis (região),24,3,2023,R$   ,12,12.50,1.04167
Alface Crespa - Roça,Teresópolis (região),24,3,2023,R$   ,24,14.77,0.61542
Alface Lisa - Roça,Teresópolis (região),24,3,2023,R$   ,24,14.75,0.61458
Alface Americana - Roça,Teresópolis (região),17,3,2023,R$   ,12,9.00,0.75000
Alface Crespa - Roça,Teresópolis (região),17,3,2023,R$   ,24,13.80,0.57500
Alface Lisa - Roça,Teresópolis (região),17,3,2023,R$   ,24,13.80,0.57500
Alface Americana - Roça,Teresópolis (região),10,3,2023,R$   ,12,10.20,0.85000
Alface Crespa - Roça,Teresópolis (região),10,3,2023,R$   ,24,17.00,0.70833
Alface Lisa - Roça,Teresópolis (região),10,3,2023,R$   ,24,17.00,0.70833
Alface Americana - Roça,Teresópolis (região),3,3,2023,R$   ,12,9.50,0.79167
Alface Crespa - Roça,Teresópolis (região),3,3,2023,R$   ,24,16.67,0.69458
Alface Lisa - Roça,Teresópolis (região),3,3,2023,R$   ,24,16.67,0.69458
Alface Americana - Roça,Teresópolis (região),24,2,2023,R$   ,12,9.98,0.83167
Alface Crespa - Roça,Teresópolis (região),24,2,2023,R$   ,24,20.67,0.86125
Alface Lisa - Roça,Teresópolis (região),24,2,2023,R$   ,24,20.67,0.86125
Alface Americana - Roça,Teresópolis (região),16,2,2023,R$   ,12,15.60,1.30000
Alface Crespa - Roça,Teresópolis (região),16,2,2023,R$   ,24,23.07,0.96125
Alface Lisa - Roça,Teresópolis (região),16,2,2023,R$   ,24,23.07,0.96125
Alface Americana - Roça,Teresópolis (região),10,2,2023,R$   ,12,27.50,2.29167
Alface Crespa - Roça,Teresópolis (região),10,2,2023,R$   ,24,27.00,1.12500
Alface Lisa - Roça,Teresópolis (região),10,2,2023,R$   ,24,27.00,1.12500
Alface Americana - Roça,Teresópolis (região),3,2,2023,R$   ,12,29.00,2.41667
Alface Crespa - Roça,Teresópolis (região),3,2,2023,R$   ,24,28.00,1.16667
Alface Lisa - Roça,Teresópolis (região),3,2,2023,R$   ,24,28.00,1.16667
Alface Americana - Roça,Teresópolis (região),27,1,2023,R$   ,12,27.00,2.25000
Alface Crespa - Roça,Teresópolis (região),27,1,2023,R$   ,24,27.00,1.12500
Alface Lisa - Roça,Teresópolis (região),27,1,2023,R$   ,24,25.50,1.06250
Alface Americana - Roça,Teresópolis (região),19,1,2023,R$   ,12,13.50,1.12500
Alface Crespa - Roça,Teresópolis (região),19,1,2023,R$   ,24,24.00,1.00000
Alface Lisa - Roça,Teresópolis (região),19,1,2023,R$   ,24,24.00,1.00000
Alface Americana - Roça,Teresópolis (região),13,1,2023,R$   ,12,12.00,1.00000
Alface Crespa - Roça,Teresópolis (região),13,1,2023,R$   ,24,17.50,0.72917
Alface Lisa - Roça,Teresópolis (região),13,1,2023,R$   ,24,17.50,0.72917
Alface Americana - Roça,Teresópolis (região),6,1,2023,R$   ,12,10.50,0.87500
Alface Crespa - Roça,Teresópolis (região),6,1,2023,R$   ,24,12.50,0.52083
Alface Lisa - Roça,Teresópolis (região),6,1,2023,R$   ,24,12.50,0.52083
Alface Americana - Roça,Teresópolis (região),30,12,2022,R$   ,12,11.00,0.91667
Alface Crespa - Roça,Teresópolis (região),30,12,2022,R$   ,24,12.83,0.53458
Alface Lisa - Roça,Teresópolis (região),30,12,2022,R$   ,24,12.83,0.53458
Alface Americana - Roça,Teresópolis (região),22,12,2022,R$   ,12,10.50,0.87500
Alface Crespa - Roça,Teresópolis (região),22,12,2022,R$   ,24,12.50,0.52083
Alface Lisa - Roça,Teresópolis (região),22,12,2022,R$   ,24,12.50,0.52083
Alface Americana - Roça,Teresópolis (região),16,12,2022,R$   ,12,10.00,0.83333
Alface Crespa - Roça,Teresópolis (região),16,12,2022,R$   ,24,12.17,0.50708
Alface Lisa - Roça,Teresópolis (região),16,12,2022,R$   ,24,12.17,0.50708
Alface Americana - Roça,Teresópolis (região),9,12,2022,R$   ,12,7.50,0.62500
Alface Crespa - Roça,Teresópolis (região),9,12,2022,R$   ,24,8.33,0.34708
Alface Lisa - Roça,Teresópolis (região),9,12,2022,R$   ,24,8.33,0.34708
Alface Americana - Roça,Teresópolis (região),1,12,2022,R$   ,12,7.25,0.60417
Alface Crespa - Roça,Teresópolis (região),1,12,2022,R$   ,24,8.17,0.34042
Alface Lisa - Roça,Teresópolis (região),1,12,2022,R$   ,24,8.17,0.34042
Alface Americana - Roça,Teresópolis (região),25,11,2022,R$   ,12,9.00,0.75000
Alface Crespa - Roça,Teresópolis (região),25,11,2022,R$   ,24,9.00,0.37500
Alface Lisa - Roça,Teresópolis (região),25,11,2022,R$   ,24,9.00,0.37500
Alface Americana - Roça,Teresópolis (região),18,11,2022,R$   ,12,9.50,0.79167
Alface Crespa - Roça,Teresópolis (região),18,11,2022,R$   ,24,9.33,0.38875
Alface Lisa - Roça,Teresópolis (região),18,11,2022,R$   ,24,9.33,0.38875
Alface Crespa - Roça,Teresópolis (região),11,11,2022,R$   ,24,12.00,0.50000
Alface Lisa - Roça,Teresópolis (região),11,11,2022,R$   ,24,12.00,0.50000
Alface Americana - Roça,Teresópolis (região),10,11,2022,R$   ,12,13.50,1.12500
Alface Crespa - Roça,Teresópolis (região),10,11,2022,R$   ,24,10.00,0.41667
Alface Lisa - Roça,Teresópolis (região),10,11,2022,R$   ,24,10.00,0.41667
Alface Americana - Roça,Teresópolis (região),4,11,2022,R$   ,12,12.00,1.00000
Alface Crespa - Roça,Teresópolis (região),4,11,2022,R$   ,24,10.67,0.44458
Alface Lisa - Roça,Teresópolis (região),4,11,2022,R$   ,24,10.67,0.44458
Alface Americana - Roça,Teresópolis (região),28,10,2022,R$   ,12,10.00,0.83333
Alface Crespa - Roça,Teresópolis (região),28,10,2022,R$   ,24,9.33,0.38875
Alface Lisa - Roça,Teresópolis (região),28,10,2022,R$   ,24,9.33,0.38875
Alface Americana - Roça,Teresópolis (região),21,10,2022,R$   ,12,10.00,0.83333
Alface Crespa - Roça,Teresópolis (região),21,10,2022,R$   ,24,10.22,0.42583
Alface Lisa - Roça,Teresópolis (região),21,10,2022,R$   ,24,10.22,0.42583
Alface Americana - Roça,Teresópolis (região),14,10,2022,R$   ,12,8.00,0.66667
Alface Crespa - Roça,Teresópolis (região),14,10,2022,R$   ,24,9.00,0.37500
Alface Lisa - Roça,Teresópolis (região),14,10,2022,R$   ,24,9.00,0.37500
Alface Americana - Roça,Teresópolis (região),6,10,2022,R$   ,12,7.00,0.58333
Alface Crespa - Roça,Teresópolis (região),6,10,2022,R$   ,24,7.67,0.31958
Alface Lisa - Roça,Teresópolis (região),6,10,2022,R$   ,24,8.00,0.33333
Alface Americana - Roça,Teresópolis (região),30,9,2022,R$   ,12,8.00,0.66667
Alface Crespa - Roça,Teresópolis (região),30,9,2022,R$   ,24,8.00,0.33333
Alface Lisa - Roça,Teresópolis (região),30,9,2022,R$   ,24,8.00,0.33333
Alface Americana - Roça,Teresópolis (região),23,9,2022,R$   ,12,8.00,0.66667
Alface Crespa - Roça,Teresópolis (região),23,9,2022,R$   ,24,8.00,0.33333
Alface Lisa - Roça,Teresópolis (região),23,9,2022,R$   ,24,8.00,0.33333
Alface Americana - Roça,Teresópolis (região),16,9,2022,R$   ,12,7.50,0.62500
Alface Crespa - Roça,Teresópolis (região),16,9,2022,R$   ,24,7.67,0.31958
Alface Lisa - Roça,Teresópolis (região),16,9,2022,R$   ,24,7.67,0.31958
Alface Americana - Roça,Teresópolis (região),9,9,2022,R$   ,12,7.00,0.58333
Alface Crespa - Roça,Teresópolis (região),9,9,2022,R$   ,24,7.33,0.30542
Alface Lisa - Roça,Teresópolis (região),9,9,2022,R$   ,24,7.33,0.30542
Alface Americana - Roça,Teresópolis (região),31,8,2022,R$   ,12,6.75,0.56250
Alface Crespa - Roça,Teresópolis (região),31,8,2022,R$   ,24,6.89,0.28708
Alface Lisa - Roça,Teresópolis (região),31,8,2022,R$   ,24,6.89,0.28708
Alface Americana - Roça,Teresópolis (região),25,8,2022,R$   ,12,6.75,0.56250
Alface Crespa - Roça,Teresópolis (região),25,8,2022,R$   ,24,6.89,0.28708
Alface Lisa - Roça,Teresópolis (região),25,8,2022,R$   ,24,6.89,0.28708
Alface Americana - Roça,Teresópolis (região),19,8,2022,R$   ,12,6.75,0.56250
Alface Crespa - Roça,Teresópolis (região),19,8,2022,R$   ,24,6.89,0.28708
Alface Lisa - Roça,Teresópolis (região),19,8,2022,R$   ,24,6.89,0.28708
Alface Americana - Roça,Teresópolis (região),12,8,2022,R$   ,12,8.50,0.70833
Alface Crespa - Roça,Teresópolis (região),12,8,2022,R$   ,24,8.07,0.33625
Alface Lisa - Roça,Teresópolis (região),12,8,2022,R$   ,24,8.07,0.33625
Alface Americana - Roça,Teresópolis (região),5,8,2022,R$   ,12,9.50,0.79167
Alface Crespa - Roça,Teresópolis (região),5,8,2022,R$   ,24,8.07,0.33625
Alface Lisa - Roça,Teresópolis (região),5,8,2022,R$   ,24,8.07,0.33625
Alface Americana - Roça,Teresópolis (região),29,7,2022,R$   ,12,9.50,0.79167
Alface Crespa - Roça,Teresópolis (região),29,7,2022,R$   ,24,8.40,0.35000
Alface Lisa - Roça,Teresópolis (região),29,7,2022,R$   ,24,8.40,0.35000
Alface Americana - Roça,Teresópolis (região),22,7,2022,R$   ,12,9.80,0.81667
Alface Crespa - Roça,Teresópolis (região),22,7,2022,R$   ,24,9.07,0.37792
Alface Lisa - Roça,Teresópolis (região),22,7,2022,R$   ,24,9.07,0.37792
Alface Americana - Roça,Teresópolis (região),15,7,2022,R$   ,12,9.10,0.75833
Alface Crespa - Roça,Teresópolis (região),15,7,2022,R$   ,24,8.73,0.36375
Alface Lisa - Roça,Teresópolis (região),15,7,2022,R$   ,24,8.73,0.36375
Alface Americana - Roça,Teresópolis (região),8,7,2022,R$   ,12,10.00,0.83333
Alface Crespa - Roça,Teresópolis (região),8,7,2022,R$   ,24,9.33,0.38875
Alface Lisa - Roça,Teresópolis (região),8,7,2022,R$   ,24,9.33,0.38875
Alface Americana - Roça,Teresópolis (região),1,7,2022,R$   ,12,11.00,0.91667
Alface Crespa - Roça,Teresópolis (região),1,7,2022,R$   ,24,11.07,0.46125
Alface Lisa - Roça,Teresópolis (região),1,7,2022,R$   ,24,11.07,0.46125
Alface Americana - Roça,Teresópolis (região),24,6,2022,R$   ,12,11.00,0.91667
Alface Crespa - Roça,Teresópolis (região),24,6,2022,R$   ,24,12.67,0.52792
Alface Lisa - Roça,Teresópolis (região),24,6,2022,R$   ,24,13.50,0.56250
Alface Americana - Roça,Teresópolis (região),15,6,2022,R$   ,12,16.50,1.37500
Alface Crespa - Roça,Teresópolis (região),15,6,2022,R$   ,24,17.00,0.70833
Alface Lisa - Roça,Teresópolis (região),15,6,2022,R$   ,24,17.00,0.70833
Alface Americana - Roça,Teresópolis (região),10,6,2022,R$   ,12,23.00,1.91667
Alface Crespa - Roça,Teresópolis (região),10,6,2022,R$   ,24,21.47,0.89458
Alface Lisa - Roça,Teresópolis (região),10,6,2022,R$   ,24,21.47,0.89458
Alface Americana - Roça,Teresópolis (região),3,6,2022,R$   ,12,24.20,2.01667
Alface Crespa - Roça,Teresópolis (região),3,6,2022,R$   ,24,24.13,1.00542
Alface Lisa - Roça,Teresópolis (região),3,6,2022,R$   ,24,24.13,1.00542
Alface Americana - Roça,Teresópolis (região),27,5,2022,R$   ,12,24.50,2.04167
Alface Crespa - Roça,Teresópolis (região),27,5,2022,R$   ,24,23.87,0.99458
Alface Lisa - Roça,Teresópolis (região),27,5,2022,R$   ,24,23.87,0.99458
Alface Americana - Roça,Teresópolis (região),20,5,2022,R$   ,12,18.00,1.50000
Alface Americana - Roça,Teresópolis (região),20,5,2022,R$   ,18,15.00,0.83333
Alface Crespa - Roça,Teresópolis (região),20,5,2022,R$   ,24,20.20,0.84167
Alface Lisa - Roça,Teresópolis (região),20,5,2022,R$   ,24,20.20,0.84167
Alface Americana - Roça,Teresópolis (região),13,5,2022,R$   ,12,25.70,2.14167
Alface Crespa - Roça,Teresópolis (região),13,5,2022,R$   ,24,24.13,1.00542
Alface Lisa - Roça,Teresópolis (região),13,5,2022,R$   ,24,24.13,1.00542
Alface Americana - Roça,Teresópolis (região),29,4,2022,R$   ,12,20.00,1.66667
Alface Crespa - Roça,Teresópolis (região),29,4,2022,R$   ,24,20.67,0.86125
Alface Lisa - Roça,Teresópolis (região),29,4,2022,R$   ,24,20.67,0.86125
Alface Americana - Roça,Teresópolis (região),22,4,2022,R$   ,12,20.00,1.66667
Alface Crespa - Roça,Teresópolis (região),22,4,2022,R$   ,24,18.83,0.78458
Alface Lisa - Roça,Teresópolis (região),22,4,2022,R$   ,24,18.83,0.78458
Alface Americana - Roça,Teresópolis (região),14,4,2022,R$   ,12,16.00,1.33333
Alface Crespa - Roça,Teresópolis (região),14,4,2022,R$   ,24,16.90,0.70417
Alface Lisa - Roça,Teresópolis (região),14,4,2022,R$   ,24,16.90,0.70417
Alface Americana - Roça,Teresópolis (região),7,4,2022,R$   ,12,15.00,1.25000
Alface Crespa - Roça,Teresópolis (região),7,4,2022,R$   ,24,14.50,0.60417
Alface Lisa - Roça,Teresópolis (região),7,4,2022,R$   ,24,14.50,0.60417
Alface Americana - Roça,Teresópolis (região),31,3,2022,R$   ,12,19.80,1.65000
Alface Crespa - Roça,Teresópolis (região),31,3,2022,R$   ,24,17.20,0.71667
Alface Lisa - Roça,Teresópolis (região),31,3,2022,R$   ,24,16.53,0.68875
Alface Americana - Roça,Teresópolis (região),25,3,2022,R$   ,12,19.20,1.60000
Alface Crespa - Roça,Teresópolis (região),25,3,2022,R$   ,24,15.47,0.64458
Alface Lisa - Roça,Teresópolis (região),25,3,2022,R$   ,24,14.80,0.61667
Alface Americana - Roça,Teresópolis (região),18,3,2022,R$   ,12,19.20,1.60000
Alface Crespa - Roça,Teresópolis (região),18,3,2022,R$   ,24,16.80,0.70000
Alface Lisa - Roça,Teresópolis (região),18,3,2022,R$   ,24,16.13,0.67208
Alface Americana - Roça,Teresópolis (região),11,3,2022,R$   ,12,19.70,1.64167
Alface Crespa - Roça,Teresópolis (região),11,3,2022,R$   ,24,17.47,0.72792
Alface Lisa - Roça,Teresópolis (região),11,3,2022,R$   ,24,17.47,0.72792
Alface Americana - Roça,Teresópolis (região),4,3,2022,R$   ,12,35.50,2.95833
Alface Crespa - Roça,Teresópolis (região),4,3,2022,R$   ,24,35.67,1.48625
Alface Lisa - Roça,Teresópolis (região),4,3,2022,R$   ,24,35.67,1.48625
Alface Americana - Roça,Teresópolis (região),25,2,2022,R$   ,12,38.50,3.20833
Alface Crespa - Roça,Teresópolis (região),25,2,2022,R$   ,24,37.67,1.56958
Alface Lisa - Roça,Teresópolis (região),25,2,2022,R$   ,24,37.67,1.56958
Alface Americana - Roça,Teresópolis (região),18,2,2022,R$   ,12,25.30,2.10833
Alface Crespa - Roça,Teresópolis (região),18,2,2022,R$   ,24,34.07,1.41958
Alface Lisa - Roça,Teresópolis (região),18,2,2022,R$   ,24,34.07,1.41958
Alface Americana - Roça,Teresópolis (região),10,2,2022,R$   ,12,22.80,1.90000
Alface Crespa - Roça,Teresópolis (região),10,2,2022,R$   ,24,30.40,1.26667
Alface Lisa - Roça,Teresópolis (região),10,2,2022,R$   ,24,30.40,1.26667
Alface Americana - Roça,Teresópolis (região),4,2,2022,R$   ,12,17.25,1.43750
Alface Crespa - Roça,Teresópolis (região),4,2,2022,R$   ,24,24.33,1.01375
Alface Lisa - Roça,Teresópolis (região),4,2,2022,R$   ,24,24.33,1.01375
Alface Americana - Roça,Teresópolis (região),28,1,2022,R$   ,12,17.25,1.43750
Alface Crespa - Roça,Teresópolis (região),28,1,2022,R$   ,24,24.33,1.01375
Alface Lisa - Roça,Teresópolis (região),28,1,2022,R$   ,24,24.33,1.01375
Alface Americana - Roça,Teresópolis (região),21,1,2022,R$   ,12,17.61,1.46750
Alface Crespa - Roça,Teresópolis (região),21,1,2022,R$   ,24,22.67,0.94458
Alface Lisa - Roça,Teresópolis (região),21,1,2022,R$   ,24,22.67,0.94458
Alface Americana - Roça,Teresópolis (região),14,1,2022,R$   ,12,13.75,1.14583
Alface Crespa - Roça,Teresópolis (região),14,1,2022,R$   ,24,18.33,0.76375
Alface Lisa - Roça,Teresópolis (região),14,1,2022,R$   ,24,18.33,0.76375
Alface Americana - Roça,Teresópolis (região),7,1,2022,R$   ,12,10.50,0.87500
Alface Crespa - Roça,Teresópolis (região),7,1,2022,R$   ,24,10.00,0.41667
Alface Lisa - Roça,Teresópolis (região),7,1,2022,R$   ,24,10.00,0.41667
Alface Americana - Atacado,Teresópolis (região),30,12,2021,R$   ,12,12.00,1.00000
Alface Americana - Roça,Teresópolis (região),30,12,2021,R$   ,12,9.00,0.75000
Alface Crespa - Atacado,Teresópolis (região),30,12,2021,R$   ,24,12.00,0.50000
Alface Crespa - Roça,Teresópolis (região),30,12,2021,R$   ,24,9.00,0.37500
Alface Lisa - Roça,Teresópolis (região),30,12,2021,R$   ,24,10.00,0.41667
Alface Americana - Roça,Teresópolis (região),23,12,2021,R$   ,12,10.50,0.87500
Alface Crespa - Roça,Teresópolis (região),23,12,2021,R$   ,24,10.00,0.41667
Alface Lisa - Roça,Teresópolis (região),23,12,2021,R$   ,24,10.00,0.41667
Alface Americana - Roça,Teresópolis (região),17,12,2021,R$   ,12,10.50,0.87500
Alface Crespa - Roça,Teresópolis (região),17,12,2021,R$   ,24,9.33,0.38875
Alface Lisa - Roça,Teresópolis (região),17,12,2021,R$   ,24,9.33,0.38875
Alface Americana - Roça,Teresópolis (região),9,12,2021,R$   ,12,15.00,1.25000
Alface Crespa - Roça,Teresópolis (região),9,12,2021,R$   ,24,18.33,0.76375
Alface Lisa - Roça,Teresópolis (região),9,12,2021,R$   ,24,18.33,0.76375
Alface Americana - Roça,Teresópolis (região),3,12,2021,R$   ,12,15.00,1.25000
Alface Crespa - Roça,Teresópolis (região),3,12,2021,R$   ,24,18.33,0.76375
Alface Lisa - Roça,Teresópolis (região),3,12,2021,R$   ,24,18.33,0.76375
Alface Americana - Roça,Teresópolis (região),26,11,2021,R$   ,12,15.00,1.25000
Alface Crespa - Roça,Teresópolis (região),26,11,2021,R$   ,24,18.33,0.76375
Alface Lisa - Roça,Teresópolis (região),26,11,2021,R$   ,24,18.33,0.76375
Alface Americana - Roça,Teresópolis (região),19,11,2021,R$   ,12,15.00,1.25000
Alface Crespa - Roça,Teresópolis (região),19,11,2021,R$   ,24,18.33,0.76375
Alface Lisa - Roça,Teresópolis (região),19,11,2021,R$   ,24,18.33,0.76375
Alface Americana - Roça,Teresópolis (região),12,11,2021,R$   ,12,13.50,1.12500
Alface Crespa - Roça,Teresópolis (região),12,11,2021,R$   ,24,17.00,0.70833
Alface Lisa - Roça,Teresópolis (região),12,11,2021,R$   ,24,17.00,0.70833
Alface Americana - Roça,Teresópolis (região),4,11,2021,R$   ,12,13.50,1.12500
Alface Crespa - Roça,Teresópolis (região),4,11,2021,R$   ,24,17.00,0.70833
Alface Lisa - Roça,Teresópolis (região),4,11,2021,R$   ,24,17.00,0.70833
Alface Americana - Roça,Teresópolis (região),29,10,2021,R$   ,12,11.50,0.95833
Alface Crespa - Roça,Teresópolis (região),29,10,2021,R$   ,24,11.44,0.47667
Alface Lisa - Roça,Teresópolis (região),29,10,2021,R$   ,24,11.44,0.47667
Alface Americana - Roça,Teresópolis (região),22,10,2021,R$   ,12,8.25,0.68750
Alface Crespa - Roça,Teresópolis (região),22,10,2021,R$   ,24,9.78,0.40750
Alface Lisa - Roça,Teresópolis (região),22,10,2021,R$   ,24,9.78,0.40750
Alface Americana - Roça,Teresópolis (região),15,10,2021,R$   ,12,6.38,0.53167
Alface Crespa - Roça,Teresópolis (região),15,10,2021,R$   ,24,7.94,0.33083
Alface Lisa - Roça,Teresópolis (região),15,10,2021,R$   ,24,7.94,0.33083
Alface Americana - Roça,Teresópolis (região),8,10,2021,R$   ,12,6.38,0.53167
Alface Crespa - Roça,Teresópolis (região),8,10,2021,R$   ,24,7.61,0.31708
Alface Lisa - Roça,Teresópolis (região),8,10,2021,R$   ,24,7.61,0.31708
Alface Americana - Roça,Teresópolis (região),30,9,2021,R$   ,12,7.13,0.59417
Alface Crespa - Roça,Teresópolis (região),30,9,2021,R$   ,24,7.83,0.32625
Alface Lisa - Roça,Teresópolis (região),30,9,2021,R$   ,24,7.83,0.32625
Alface Americana - Roça,Teresópolis (região),24,9,2021,R$   ,12,7.13,0.59417
Alface Crespa - Roça,Teresópolis (região),24,9,2021,R$   ,24,8.17,0.34042
Alface Lisa - Roça,Teresópolis (região),24,9,2021,R$   ,24,8.17,0.34042
