in_size,out_size,keep_only_size,RMSE,RMSE_by_timestep,loss,val_loss
8,8,8,0.42122004006677877,"0.09051518576672365, 0.19995898557548122, 0.30958577232534273, 0.3854966674826621, 0.4387301748201842, 0.47635422803612343, 0.5205243130685798, 0.5466257500354669","0.08934365212917328, 0.0543295294046402, 0.034651532769203186, 0.030391206964850426, 0.0330180786550045, 0.03410506993532181, 0.03235600143671036, 0.03077934868633747, 0.029643269255757332, 0.029202235862612724, 0.02900512143969536, 0.02864108607172966, 0.027567874640226364, 0.02754104696214199, 0.02807694301009178, 0.027037987485527992, 0.027196038514375687, 0.027005309239029884, 0.02688249759376049, 0.026364685967564583, 0.026482800021767616, 0.025890307500958443, 0.02527467906475067, 0.02552342414855957, 0.025204569101333618, 0.024850333109498024, 0.02479485049843788, 0.024491243064403534, 0.024179888889193535, 0.024088434875011444, 0.02362610027194023, 0.023265868425369263, 0.02342652902007103, 0.0234993789345026, 0.022996071726083755, 0.02289390377700329, 0.023070530965924263, 0.022376442328095436, 0.02232358045876026, 0.02262098342180252, 0.022196976467967033, 0.021646326407790184, 0.02203385718166828, 0.021879827603697777, 0.021636107936501503, 0.02175811119377613, 0.02172836661338806, 0.02170608378946781, 0.021335972473025322, 0.02161509357392788, 0.021248292177915573, 0.02157195284962654, 0.02081884630024433, 0.021256348118185997, 0.021282333880662918, 0.021459385752677917, 0.020624428987503052, 0.02085995115339756, 0.021113714203238487, 0.02059512585401535, 0.020886678248643875, 0.02081398107111454, 0.02064991369843483, 0.021060869097709656, 0.019960839301347733, 0.021263407543301582, 0.02046883851289749, 0.020933879539370537, 0.020298341289162636, 0.020464852452278137, 0.02054513432085514, 0.020700160413980484, 0.021032672375440598, 0.020322253927588463, 0.020122429355978966, 0.020364688709378242, 0.02082471363246441, 0.02027333527803421, 0.02043529972434044, 0.020360907539725304, 0.020383277907967567, 0.02038837969303131, 0.02011522278189659, 0.020125193521380424, 0.020187128335237503, 0.020339371636509895, 0.02003292366862297, 0.01995246671140194, 0.01998375542461872, 0.020089639350771904, 0.020001506432890892, 0.01953880302608013, 0.019696161150932312, 0.019743291661143303, 0.020081238821148872, 0.019723083823919296, 0.020195627585053444, 0.019748052582144737, 0.020123163238167763, 0.019869007170200348","0.6207610368728638, 0.4847438335418701, 0.3763646185398102, 0.3089052438735962, 0.2878056764602661, 0.299494206905365, 0.3259153962135315, 0.3528853952884674, 0.3712944984436035, 0.37794527411460876, 0.37461748719215393, 0.3659096658229828, 0.3566008508205414, 0.3497854769229889, 0.34686341881752014, 0.34726688265800476, 0.35012736916542053, 0.35368624329566956, 0.35692325234413147, 0.35796061158180237, 0.3569957911968231, 0.35473838448524475, 0.3529851734638214, 0.35256800055503845, 0.352937787771225, 0.35393667221069336, 0.35501185059547424, 0.35702237486839294, 0.35712361335754395, 0.3568136692047119, 0.35665103793144226, 0.3570878505706787, 0.3577516973018646, 0.35904791951179504, 0.36052408814430237, 0.3615591526031494, 0.36346709728240967, 0.3648485839366913, 0.3662130832672119, 0.3676193654537201, 0.3685877025127411, 0.37015286087989807, 0.3739447295665741, 0.37536516785621643, 0.3760438859462738, 0.3761332333087921, 0.37564969062805176, 0.3751143515110016, 0.3775270879268646, 0.3789728879928589, 0.37923935055732727, 0.3807432949542999, 0.38096413016319275, 0.37996336817741394, 0.3795860707759857, 0.37958359718322754, 0.37878963351249695, 0.37900424003601074, 0.37954506278038025, 0.3792029917240143, 0.3790977895259857, 0.38021066784858704, 0.3813377320766449, 0.38104796409606934, 0.3800674378871918, 0.3794343173503876, 0.37933480739593506, 0.3800991475582123, 0.3796495497226715, 0.37854957580566406, 0.3776194155216217, 0.377603143453598, 0.3784150183200836, 0.37767457962036133, 0.3766450583934784, 0.37473806738853455, 0.3737717568874359, 0.373750776052475, 0.3738466799259186, 0.3752577304840088, 0.3754673898220062, 0.37403616309165955, 0.3741658627986908, 0.3728107511997223, 0.3705883026123047, 0.37056899070739746, 0.37190940976142883, 0.37229838967323303, 0.37154003977775574, 0.3701861798763275, 0.3687979280948639, 0.3686240017414093, 0.3689087927341461, 0.36869898438453674, 0.3673441410064697, 0.3682616651058197, 0.37083110213279724, 0.36959394812583923, 0.3665071725845337, 0.3647846281528473"
