dt,Alface Americana - Roça,Alface Crespa - Roça,Alface Lisa - Roça,Alface Americana - Atacado,Alface Crespa - Atacado,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)_mean","PRECIPITAÇÃO TOTAL, HORÁRIO (mm)_max","PRECIPITAÇÃO TOTAL, HORÁRIO (mm)_sum","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)_mean","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)_max","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)_sum",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB)_mean,PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB)_max,PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB)_sum,PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB)_mean,PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB)_max,PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB)_sum,RADIACAO GLOBAL (Kj/m²)_mean,RADIACAO GLOBAL (Kj/m²)_max,RADIACAO GLOBAL (Kj/m²)_sum,"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)_mean","TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)_max","TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)_sum",TEMPERATURA DO PONTO DE ORVALHO (°C)_mean,TEMPERATURA DO PONTO DE ORVALHO (°C)_max,TEMPERATURA DO PONTO DE ORVALHO (°C)_sum,TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C)_mean,TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C)_max,TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C)_sum,TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C)_mean,TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C)_max,TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C)_sum,TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C)_mean,TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C)_max,TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C)_sum,TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C)_mean,TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C)_max,TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C)_sum,UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)_mean,UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)_max,UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)_sum,UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)_mean,UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)_max,UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)_sum,"UMIDADE RELATIVA DO AR, HORARIA (%)_mean","UMIDADE RELATIVA DO AR, HORARIA (%)_max","UMIDADE RELATIVA DO AR, HORARIA (%)_sum","VENTO, DIREÇÃO HORARIA (gr) (° (gr))_mean","VENTO, DIREÇÃO HORARIA (gr) (° (gr))_max","VENTO, DIREÇÃO HORARIA (gr) (° (gr))_sum","VENTO, RAJADA MAXIMA (m/s)_mean","VENTO, RAJADA MAXIMA (m/s)_max","VENTO, RAJADA MAXIMA (m/s)_sum","VENTO, VELOCIDADE HORARIA (m/s)_mean","VENTO, VELOCIDADE HORARIA (m/s)_max","VENTO, VELOCIDADE HORARIA (m/s)_sum",Alface Crespa - Roça_-1,Alface Crespa - Roça_-2,Alface Crespa - Roça_-3,Alface Crespa - Roça_-4,Alface Crespa - Roça_-5,Alface Crespa - Roça_-6,Alface Crespa - Roça_-7,Alface Crespa - Roça_-8,Alface Crespa - Roça_-9,Alface Crespa - Roça_-10,Alface Crespa - Roça_-11,Alface Crespa - Roça_-12,Alface Crespa - Roça_+49,Alface Crespa - Roça_+50,Alface Crespa - Roça_+51,Alface Crespa - Roça_+52,Alface Crespa - Roça_+53
2017-04-30 00:00:00+00:00,0.8491666666666666,0.5138888888888888,0.55,,,0.39166666666666666,12.0,65.8,909.3214285714286,914.3,152766.0,909.5380952380953,914.5,152802.4,909.0952380952381,914.2,152728.0,361.539652014652,3028.8,60738.661538461536,16.69702380952381,23.7,2805.1,15.10357142857143,18.0,2537.4,17.120238095238093,25.1,2876.2,16.305357142857144,22.8,2739.3,15.451190476190478,18.4,2595.8,14.772023809523809,17.8,2481.7,92.55952380952381,98.0,15550.0,88.6547619047619,98.0,14894.0,90.76190476190476,98.0,15248.0,167.57738095238096,358.0,28153.0,3.1803571428571424,12.0,534.3,0.6005952380952382,3.6,100.9,0.4998611111111111,0.5111111111111111,0.4745833333333333,0.42666666666666664,0.42875,0.4568055555555556,0.5134722222222222,0.5343055555555556,0.4898611111111111,0.4476388888888888,0.40277777777777773,0.40875,0.4444444444444444,0.4305555555555556,0.4377777777777777,0.4261111111111111,0.6165
2017-05-07 00:00:00+00:00,0.7816666666666667,0.5416666666666666,0.5138888888888888,,,0.07023809523809524,8.4,11.8,909.8214285714286,914.1,152850.0,910.0309523809525,914.1,152885.2,909.6339285714286,913.9,152818.5,480.3589285714286,3024.2,80700.3,16.049404761904764,21.8,2696.3,14.126190476190475,17.7,2373.2,16.5875,22.5,2786.7,15.607142857142858,21.2,2622.0,14.620833333333334,18.4,2456.3,13.711904761904762,16.6,2303.6,91.17261904761905,98.0,15317.0,86.41666666666667,98.0,14518.0,88.98809523809524,98.0,14950.0,185.10119047619048,355.0,31097.0,1.5369047619047618,6.3,258.2,0.14107142857142857,2.5,23.7,0.5111111111111111,0.4745833333333333,0.42666666666666664,0.42875,0.4568055555555556,0.5134722222222222,0.5343055555555556,0.4898611111111111,0.4476388888888888,0.40277777777777773,0.40875,0.4175,0.4538888888888889,0.4444444444444444,0.4305555555555556,0.4377777777777777,0.4261111111111111
2017-05-14 00:00:00+00:00,0.725,0.4677777777777778,0.4444444444444444,,,0.10833333333333332,4.6,18.2,907.2440476190476,911.5,152417.0,907.4845238095238,911.7,152457.4,907.0374999999999,911.5,152382.3,559.6928571428571,2757.1,94028.4,16.067857142857143,24.3,2699.4,13.551785714285714,16.4,2276.7,16.689285714285717,25.0,2803.8,15.522619047619049,23.6,2607.8,14.113690476190476,17.0,2371.1,13.055952380952382,15.9,2193.4,89.07738095238095,98.0,14965.0,82.75,98.0,13902.0,86.10119047619048,98.0,14465.0,176.4702380952381,359.0,29647.0,2.4327380952380953,10.7,408.7,0.3410714285714286,3.0,57.3,0.4745833333333333,0.42666666666666664,0.42875,0.4568055555555556,0.5134722222222222,0.5343055555555556,0.4898611111111111,0.4476388888888888,0.40277777777777773,0.40875,0.4175,0.41194444444444445,0.3544444444444444,0.4538888888888889,0.4444444444444444,0.4305555555555556,0.4377777777777777
2017-05-21 00:00:00+00:00,0.6983333333333334,0.375,0.4377777777777777,,,0.3023809523809524,7.2,50.800000000000004,907.0410714285714,910.4,152382.9,907.2714285714286,910.5,152421.6,906.7803571428572,910.2,152339.1,333.8085884353742,2528.9,56079.84285714286,15.626190476190475,19.7,2625.2,13.977976190476191,17.2,2348.3,16.007738095238096,20.1,2689.3,15.285119047619048,19.3,2567.9,14.314285714285715,17.3,2404.8,13.664880952380951,16.5,2295.7,92.08333333333333,98.0,15470.0,88.01190476190476,98.0,14786.0,90.21428571428571,98.0,15156.0,197.20238095238096,357.0,33130.0,3.013095238095238,10.9,506.2,0.5529761904761905,3.4,92.9,0.42666666666666664,0.42875,0.4568055555555556,0.5134722222222222,0.5343055555555556,0.4898611111111111,0.4476388888888888,0.40277777777777773,0.40875,0.4175,0.41194444444444445,0.3897222222222222,0.315,0.3544444444444444,0.4538888888888889,0.4444444444444444,0.4305555555555556
2017-05-28 00:00:00+00:00,0.6666666666666666,0.3222222222222222,0.3222222222222222,,,0.15357142857142858,7.4,25.8,910.4607142857143,912.7,152957.4,910.6482142857143,912.9,152988.9,910.2523809523809,912.5,152922.4,466.65352237048666,2664.3,78397.79175824176,16.99702380952381,23.8,2855.5,14.70892857142857,17.8,2471.1,17.470238095238095,23.9,2935.0,16.54285714285714,22.0,2779.2,15.1125,18.1,2538.9,14.304761904761904,17.5,2403.2,89.2202380952381,99.0,14989.0,84.5952380952381,99.0,14212.0,87.04166666666667,99.0,14623.0,202.48809523809524,339.0,34018.0,3.5416666666666665,11.8,595.0,0.7214285714285714,3.1,121.2,0.42875,0.4568055555555556,0.5134722222222222,0.5343055555555556,0.4898611111111111,0.4476388888888888,0.40277777777777773,0.40875,0.4175,0.41194444444444445,0.3897222222222222,0.3605555555555555,0.7777777777777778,0.315,0.3544444444444444,0.4538888888888889,0.4444444444444444
2017-06-04 00:00:00+00:00,0.7083333333333334,0.55,0.5694444444444444,,,0.0,0.0,0.0,909.1577380952381,912.5,152738.5,909.354761904762,912.6,152771.6,908.9809523809523,912.4,152708.8,520.6014096023025,2572.1,87461.03681318682,16.191071428571426,23.5,2720.1,13.391666666666667,16.1,2249.8,16.760119047619046,24.2,2815.7,15.663095238095238,23.2,2631.4,13.910119047619048,16.6,2336.9,12.941666666666666,15.8,2174.2,87.2202380952381,100.0,14653.0,82.20238095238095,99.0,13810.0,84.68452380952381,100.0,14227.0,216.61904761904762,358.0,36392.0,2.556547619047619,8.7,429.5,0.5011904761904762,3.1,84.2,0.4568055555555556,0.5134722222222222,0.5343055555555556,0.4898611111111111,0.4476388888888888,0.40277777777777773,0.40875,0.4175,0.41194444444444445,0.3897222222222222,0.3605555555555555,0.3273611111111111,0.7777777777777778,0.7777777777777778,0.315,0.3544444444444444,0.4538888888888889
2017-06-11 00:00:00+00:00,0.775,0.58,0.5616666666666666,,,0.1488095238095238,14.2,25.0,907.492857142857,910.1,152458.8,907.710119047619,910.2,152495.3,907.2720238095238,909.8,152421.7,457.97899659863947,2548.1,76940.47142857143,18.03214285714286,26.7,3029.4,14.729166666666666,18.6,2474.5,18.607142857142858,27.2,3126.0,17.46607142857143,25.4,2934.3,15.232738095238094,19.2,2559.1,14.263095238095238,18.2,2396.2,85.67261904761905,99.0,14393.0,80.06547619047619,99.0,13451.0,82.86904761904762,99.0,13922.0,191.13095238095238,306.0,32110.0,3.411309523809524,9.2,573.1,0.7607142857142857,3.5,127.8,0.5134722222222222,0.5343055555555556,0.4898611111111111,0.4476388888888888,0.40277777777777773,0.40875,0.4175,0.41194444444444445,0.3897222222222222,0.3605555555555555,0.3273611111111111,0.2915277777777778,0.5880555555555556,0.7777777777777778,0.7777777777777778,0.315,0.3544444444444444
2017-06-18 00:00:00+00:00,0.8125,0.6016666666666667,0.5905555555555556,,,0.14523809523809522,12.8,24.4,910.8357142857143,915.2,153020.4,911.0392857142857,915.4,153054.6,910.6297619047618,915.0,152985.8,487.0446395866039,2554.8,81823.49945054945,16.1875,21.8,2719.5,13.796428571428573,16.6,2317.8,16.79345238095238,23.0,2821.3,15.640476190476189,21.1,2627.6,14.311904761904762,17.3,2404.4,13.358928571428573,16.2,2244.3,89.36904761904762,99.0,15014.0,83.63095238095238,98.0,14050.0,86.61904761904762,99.0,14552.0,185.63690476190476,356.0,31187.0,2.8553571428571427,8.1,479.7,0.4678571428571428,2.9,78.6,0.5343055555555556,0.4898611111111111,0.4476388888888888,0.40277777777777773,0.40875,0.4175,0.41194444444444445,0.3897222222222222,0.3605555555555555,0.3273611111111111,0.2915277777777778,0.2683333333333333,0.3983333333333333,0.5880555555555556,0.7777777777777778,0.7777777777777778,0.315
2017-06-25 00:00:00+00:00,0.7916666666666666,0.4055555555555555,0.4055555555555555,,,0.5499999999999999,20.4,92.39999999999999,913.1333333333333,916.2,153406.4,913.3119047619048,916.5,153436.4,912.925,916.1,153371.4,487.1313415750916,2555.7,81838.06538461539,15.024999999999999,22.3,2524.2,12.974404761904761,16.7,2179.7,15.63452380952381,23.5,2626.6,14.517261904761906,21.4,2438.9,13.635119047619046,16.7,2290.7,12.423809523809522,14.8,2087.2,91.45833333333333,98.0,15365.0,85.21428571428571,98.0,14316.0,88.60119047619048,98.0,14885.0,192.69642857142858,350.0,32373.0,1.4166666666666667,6.4,238.0,0.09285714285714286,2.1,15.6,0.4898611111111111,0.4476388888888888,0.40277777777777773,0.40875,0.4175,0.41194444444444445,0.3897222222222222,0.3605555555555555,0.3273611111111111,0.2915277777777778,0.2683333333333333,0.24749999999999997,0.3888888888888889,0.3983333333333333,0.5880555555555556,0.7777777777777778,0.7777777777777778
2017-07-02 00:00:00+00:00,0.8333333333333334,0.3722222222222222,0.4055555555555555,,,0.6785714285714286,12.4,114.0,913.3613095238096,917.5,153444.7,913.5267857142857,917.6,153472.5,913.167261904762,917.0,153412.1,513.535966117216,2559.1,86274.0423076923,13.587499999999999,22.4,2282.7,11.283928571428572,15.5,1895.7,14.201190476190478,22.8,2385.8,13.061309523809525,20.7,2194.3,11.843452380952382,16.0,1989.7,10.802380952380952,14.3,1814.8,89.56547619047619,100.0,15047.0,84.35714285714286,99.0,14172.0,87.14880952380952,100.0,14641.0,181.98214285714286,360.0,30573.0,1.7190476190476192,8.1,288.8,0.20773809523809522,2.6,34.9,0.4476388888888888,0.40277777777777773,0.40875,0.4175,0.41194444444444445,0.3897222222222222,0.3605555555555555,0.3273611111111111,0.2915277777777778,0.2683333333333333,0.24749999999999997,0.23902777777777773,0.3705555555555555,0.3888888888888889,0.3983333333333333,0.5880555555555556,0.7777777777777778
